# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = simple_regression_model
# start_datetime = 2021-11-19 20:54:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/s8i_3cwj.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/simple_regression-202111192254-2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,alpha
# Adaptation terminated
# Step size = 0.102854
# Diagonal elements of inverse mass matrix:
# 0.0158563, 0.0111864, 0.0159231, 0.0154743, 0.0152284, 0.0689109, 0.0703263, 0.0530629, 0.31438, 0.333527, 0.318299, 0.278922, 0.242557, 0.242917, 0.325902, 0.325166, 0.295688, 0.348366, 0.58639
-314.317,0.931506,0.102854,5,31,0,322.901,0.390484,0.0757489,-0.657542,-0.021432,0.668238,1.52275,0.580611,0.54484,-0.477837,-0.592314,-0.0700563,-0.970017,-1.12863,1.13393,-0.853077,-1.23554,1.35084,-0.52423,-0.926629
-312.712,0.99316,0.102854,5,31,0,324.723,-0.00143499,0.0529542,-0.331925,0.0709721,0.390639,1.42963,1.15555,0.718557,-0.650484,0.178904,-0.340524,-1.14096,-0.895654,1.03008,-0.418639,-1.94601,0.726432,-0.423907,-0.643866
-314.516,0.888075,0.102854,5,31,0,322.832,0.336599,-0.113932,-0.569347,-0.139891,0.520449,1.46895,0.993701,1.44202,-0.170739,-0.0413853,0.543447,-0.929114,-1.0477,0.602877,-0.682955,-1.73266,0.537765,-1.18122,-1.10425
-308.815,0.999104,0.102854,5,31,0,321.623,0.141237,0.0790459,-0.535198,-0.214232,0.246688,0.920238,1.21173,0.948983,-0.504214,-0.324449,0.0440788,-0.9364,-0.678484,0.989684,-0.139556,-1.90234,0.569097,-0.46384,-0.155323
-308.596,0.980786,0.102854,4,31,0,320.968,0.0809845,0.0134009,-0.412362,-0.257232,0.486776,1.18144,1.21052,1.12175,-0.158786,-0.305883,-0.130518,-1.2166,-1.3721,0.692664,-0.66161,-1.45706,0.64566,-0.28517,-0.517921
-310.701,0.889991,0.102854,5,31,0,320.95,0.166039,-0.0767341,-0.398594,-0.193207,0.358001,0.908424,1.28161,1.28845,0.51776,0.36779,0.824688,-1.29383,-1.0956,0.34189,-1.07394,-1.15848,1.32781,-0.392105,-1.59364
-315.251,0.911467,0.102854,4,15,0,320.636,0.214737,-0.0795538,-0.400277,-0.209318,0.347323,0.926048,1.51273,1.38965,0.833706,0.534426,0.861227,-1.73943,-1.01616,0.254289,-0.972324,-1.05662,1.23143,-0.403961,-1.53505
-311.696,0.986789,0.102854,5,31,0,324.277,0.319713,0.143141,-0.316084,-0.148103,0.564796,1.08308,1.07269,0.663353,0.654843,0.238609,0.438354,-1.0655,-1.49747,0.380241,-0.854155,-1.04361,1.04011,-0.224787,-1.17425
-315.533,0.96907,0.102854,5,31,0,322.443,0.142083,0.14696,-0.507535,-0.169683,0.615305,1.6177,1.21244,0.441305,0.693174,0.832439,1.05921,-1.54057,-1.04666,0.427348,-2.11863,-1.71063,0.941825,-0.37761,-1.53185
-313.592,0.955272,0.102854,5,63,0,323.9,0.228028,-0.0136983,-0.395967,-0.124536,0.145333,1.01551,0.874665,1.37576,-0.4028,-0.466306,-0.511364,-0.945208,-0.0777112,1.36129,-0.262455,-1.1941,0.785699,-0.269984,-1.12293
-317.84,0.831351,0.102854,5,63,0,328.482,0.0706035,0.269668,-0.493007,-0.235034,0.399338,0.978582,0.744178,1.35142,-1.2042,-1.5034,-0.95854,0.0233288,-0.448627,1.35114,0.86741,-1.21268,1.24459,-0.0918606,-0.44928
-320.817,0.996679,0.102854,5,31,0,331.179,0.0427336,0.17599,-0.766265,0.0105805,0.734456,1.45161,1.06578,0.207308,-1.2286,-1.35511,-0.943872,-0.916384,-0.453421,1.55744,-1.1959,-0.944678,1.77437,-0.517285,-0.802799
-314.3,0.954438,0.102854,5,31,0,327.503,0.155404,0.0808346,-0.769211,-0.179738,0.620396,1.36148,0.723292,0.336101,-1.03692,-0.94314,-0.605966,-0.388262,-0.835997,0.863961,-0.78623,-1.15166,1.31457,-0.343342,-0.495082
-312.12,0.844732,0.102854,5,31,0,320.913,0.226264,0.101226,-0.26649,0.0353974,0.341144,1.40876,1.20729,1.24319,-0.682067,-0.94551,-0.953591,-1.34199,-1.02791,0.287141,-0.520681,-0.8497,1.59572,0.354424,-1.04335
-312.13,0.913246,0.102854,6,63,0,319.946,0.100422,0.107724,-0.403121,-0.0875196,0.524268,0.789984,1.01158,1.0594,0.249741,0.464798,0.512524,-0.818143,-0.202328,1.10842,-0.0690841,-2.18453,0.081802,-1.16913,-0.933396
-313.529,0.994014,0.102854,5,31,0,322.11,0.195923,0.0550438,-0.483883,-0.219586,0.367259,1.96309,1.1391,0.643419,-1.37403,-1.43749,-1.2528,-1.20223,-0.712958,0.946649,-0.592753,-1.73855,0.58533,-0.641773,-0.240326
-313.021,0.986285,0.102854,5,31,0,323.698,0.138973,0.30263,-0.593582,-0.0183774,0.478217,1.14781,0.664357,0.846333,-1.08803,-0.917485,-0.932953,-0.759107,-0.47583,1.06289,-0.987721,-1.91818,0.547349,-0.187896,0.448568
-318.069,0.996997,0.102854,5,63,0,326.832,0.0473732,-0.154199,-0.426177,-0.312901,0.447582,1.34411,1.40374,1.25032,-0.0264331,0.441879,0.484801,-1.31663,-0.911354,0.627711,0.00578103,0.141341,2.37607,0.361743,-2.86177
-317,0.927703,0.102854,5,63,0,327.908,0.142176,0.278352,-0.45208,-0.075866,0.407417,1.26188,0.73728,0.270028,-0.175565,-0.0411001,-0.471252,-1.21458,-0.625379,0.771019,-1.00565,-2.24151,0.0678534,-1.77117,0.429471
-322.684,0.997627,0.102854,5,63,0,335.332,0.178155,-0.114969,-0.70955,-0.0452869,0.228025,1.92367,0.85378,1.52417,-0.167461,-0.768291,0.0255136,-1.40424,-1.44966,-0.19283,-0.838668,-0.974532,1.52104,0.857712,-1.27146
-318.877,0.969673,0.102854,5,31,0,333.506,0.432598,-0.060729,-0.321711,0.127722,0.433828,0.508756,1.48034,0.774401,-0.175315,-0.0954332,-0.145515,-0.632359,-0.227517,1.07007,-0.302584,-0.969088,1.30143,-0.585918,-1.16802
-312.604,0.990113,0.102854,4,15,0,322.365,0.443855,-0.0498298,-0.406892,0.0518656,0.439063,0.800127,1.50754,0.793004,-0.0539732,-0.204376,-0.451075,-0.646983,-0.724354,1.3409,-0.380508,-1.22084,1.17662,-0.109781,-1.20393
-313.18,0.91567,0.102854,6,63,0,317.789,-0.0876402,0.241324,-0.483192,-0.29199,0.389326,1.85473,0.585615,0.967769,-0.494856,-0.399091,-0.244168,-1.27548,-0.956455,0.346875,-0.419998,-1.68225,0.586861,-0.442888,-0.614694
-311.498,0.961495,0.102854,5,31,0,323.132,0.191269,0.0360643,-0.586744,-0.0422614,0.552529,0.71699,1.44326,0.851701,-0.591227,-0.806664,-0.631343,-0.772827,-0.763142,1.08208,-0.777881,-1.49064,1.14841,-0.0988402,-0.491409
-309.095,0.973971,0.102854,5,31,0,317.867,0.0754895,0.155806,-0.309465,-0.265341,0.287035,1.59618,1.03633,0.850534,-0.929467,-0.878143,-0.553966,-1.07399,-0.628996,1.09693,-0.0407384,-1.40399,0.774022,-0.574529,-0.527479
-313.343,0.984598,0.102854,5,63,0,321.755,0.123465,0.134866,-0.37572,-0.175442,0.237523,1.61825,1.30031,0.901204,-0.772227,-0.581398,-0.463461,-1.32521,-0.50711,0.639392,0.168288,-2.09894,0.681726,-0.445903,-0.250893
-312.107,0.999806,0.102854,6,63,0,320.87,0.0639384,0.178945,-0.438214,-0.267678,0.436294,1.48621,0.956538,0.498096,0.00845498,-0.0264039,0.0557599,-0.813783,-0.332383,1.37259,-1.20051,-1.53966,0.924422,0.283682,-1.60136
-306.622,0.993556,0.102854,5,63,0,321.18,0.172243,0.0996639,-0.362326,-0.155621,0.43454,1.38727,1.30693,0.635913,0.18704,0.0702462,0.324072,-0.426745,-0.869416,0.95962,-0.663115,-1.52225,0.892897,-0.268588,-1.53107
-307.153,0.993268,0.102854,6,63,0,314.312,0.104945,0.0426908,-0.599896,-0.0770132,0.395876,1.2187,0.959239,1.19144,-0.792128,-0.829569,-0.595922,-1.05553,-0.84575,0.654585,-0.844319,-0.789962,1.75173,0.603643,-1.07
-310.629,0.865502,0.102854,5,31,0,316.603,0.12615,0.0801649,-0.327584,-0.233111,0.463562,1.37321,1.45484,0.75961,-1.20108,-1.16725,-1.15473,-1.09763,-0.837221,0.764423,-0.229382,-0.187515,2.0408,0.842561,-1.0186
-312.379,0.974671,0.102854,5,63,0,318.229,0.221563,0.0109396,-0.562233,0.0312417,0.444988,1.55263,0.451563,0.920986,-0.478943,-0.707138,-0.121736,-0.419872,-0.786216,1.14838,-0.687999,-0.915498,1.59118,-0.225417,-1.43263
-308.502,0.987586,0.102854,5,31,0,322.373,0.189137,-0.025303,-0.513689,-0.00250071,0.442533,1.51414,0.779554,0.846692,-0.793063,-0.472402,-0.0430307,-0.922283,-0.786435,0.894721,-0.760924,-0.894089,1.57817,-0.156612,-1.30018
-313.641,0.932377,0.102854,5,31,0,319.966,0.274284,0.00919628,-0.3982,0.12952,0.336819,1.33322,0.726399,0.802742,-0.212787,-0.548191,-0.596302,-1.20438,-0.557229,1.17563,-0.68914,-0.505982,1.95577,0.292403,-2.02975
-313.329,0.959326,0.102854,5,31,0,327.451,0.183579,-0.0168728,-0.31904,0.0812927,0.295855,1.30298,1.08236,0.69862,-0.793734,-0.907725,-0.0558529,-0.798187,-0.446034,1.23375,-0.529671,-0.845346,1.76697,0.661388,-1.52596
-308.862,0.997722,0.102854,5,31,0,318.792,0.121291,-0.0115905,-0.346442,-0.232603,0.52072,1.20723,1.10909,0.925116,-0.399824,0.120644,-0.546407,-0.557904,-0.456143,0.942963,-0.133206,-1.16559,1.28233,-0.213054,-1.32151
-312.459,0.934904,0.102854,6,63,0,318.546,0.290155,0.21159,-0.5634,-0.0195397,0.343508,1.38851,0.943207,0.841862,-0.954513,-1.64684,-0.524912,-0.0697471,-0.0505936,1.57432,0.267887,-1.96377,0.421888,-1.10193,-0.315408
-311.762,0.930941,0.102854,6,63,0,320.344,0.0954667,-0.0664596,-0.45363,-0.338595,0.466023,1.28823,1.2383,0.891494,-1.19455,-0.85879,-1.37944,-0.972711,-0.787577,0.951248,-0.30849,-0.975306,1.34824,-0.219935,-0.631067
-319.328,0.949218,0.102854,4,15,0,324.88,0.295738,-0.0290792,-0.186546,-0.503506,0.402265,1.42705,1.05315,0.775291,-1.14863,-1.67457,-0.531047,-0.978964,-0.899898,0.591691,-0.072517,-1.0387,1.39185,-0.508217,-0.341106
-311.703,0.999178,0.102854,5,31,0,324.891,-0.0617268,-0.0017557,-0.411079,-0.160106,0.375765,1.04133,1.54793,0.767109,-0.392834,-0.00594349,-0.144111,-1.23332,-0.95069,0.72085,-1.1124,-1.96349,0.797069,-0.0860248,-0.300381
-316.513,0.928976,0.102854,5,31,0,322.21,0.395904,0.347507,-0.640544,0.0248553,0.555112,1.59547,0.616909,1.09154,0.0396404,-0.0917891,0.101431,-1.29887,-0.977235,0.990418,-0.406418,-1.74371,0.947008,-1.04057,-1.12735
-310.304,0.978837,0.102854,5,63,0,326.171,0.217454,0.156068,-0.536562,-0.144784,0.234465,1.6909,0.928958,0.677354,0.108212,0.18288,0.712184,-0.968793,-1.24905,0.824455,-1.08764,-1.73103,0.855927,-0.118228,-1.37531
-311.962,0.997156,0.102854,6,63,0,321.071,0.22529,0.00921592,-0.45637,-0.228621,0.552506,1.11355,1.2425,1.24201,-1.49485,-1.49929,-1.24109,-0.403059,-0.47794,0.979742,-0.599468,-1.83985,0.259404,-0.754078,0.650278
-314.933,0.8273,0.102854,6,63,0,326.48,0.165745,0.182065,-0.437056,-0.00222252,0.388031,1.42731,1.00801,0.427794,0.521588,0.569987,0.81833,-1.36235,-1.8286,0.294886,-1.7599,-1.34869,1.20962,0.593087,-1.08443
-314.388,0.998477,0.102854,5,31,0,323.931,0.128299,0.106187,-0.485064,-0.264507,0.479813,1.22091,1.23955,1.09849,-0.415535,-0.601324,-0.0831596,-2.16117,-2.20937,-0.44156,-0.694295,-1.18439,1.19727,-0.159398,0.304009
-318.732,0.968677,0.102854,5,63,0,329.618,0.328996,-0.00741103,-0.494109,0.175271,0.189938,1.11557,0.771231,0.732305,-0.456565,-0.509538,-0.314183,-1.72275,-1.30293,0.537921,-1.83843,-0.792751,1.88713,-0.320194,-0.835798
-315.992,0.813578,0.102854,6,63,0,333.377,0.338315,0.132159,-0.597956,-0.10414,0.252929,1.01183,1.18492,1.13168,0.157682,0.265344,0.121759,-0.0881246,0.383232,1.63861,0.76978,-1.64268,0.632076,-1.25221,-1.62958
-312.401,0.998708,0.102854,6,63,0,325.548,0.187847,0.190442,-0.552621,-0.389801,0.443929,1.58682,1.10804,0.749499,-0.397874,-1.02477,-0.016083,-1.56345,-1.45593,0.165248,-0.632891,-1.50857,0.611867,-0.682348,-0.0129884
-315.951,0.823024,0.102854,6,63,0,330.595,0.0393318,-0.0376499,-0.493291,0.0365982,0.387843,1.27951,1.11103,0.90135,1.16279,1.40387,0.993947,-1.35001,-0.608924,1.04891,-0.255599,-1.41595,0.877784,0.289505,-2.47548
-310.525,0.865548,0.102854,6,63,0,325.316,0.0828374,0.107254,-0.449839,-0.080519,0.426826,1.4046,1.58457,0.535239,-1.23325,-1.29773,-1.10337,-0.358033,-0.475791,1.36375,-0.0438038,-1.98575,0.67468,-0.882462,0.0643469
-307.328,0.876425,0.102854,5,31,0,319.645,0.234982,0.158348,-0.467341,-0.0132845,0.347246,1.37935,1.22941,0.822807,-0.501531,-0.493994,-0.225202,-0.117503,-0.0432062,1.44752,-0.327972,-1.88843,0.741431,-0.619862,-1.31095
-310.871,0.982601,0.102854,5,63,0,316.745,0.332133,-0.0543528,-0.351663,-0.0552678,0.397509,1.80694,1.07657,1.25471,-0.402549,-0.209412,-0.372068,-1.28735,-0.789892,0.495974,-0.332414,-1.43467,0.926948,-0.225841,-1.25629
-309.64,0.999291,0.102854,6,63,0,317.183,0.0792314,0.0700946,-0.491702,-0.152893,0.384373,0.871865,1.12232,0.696691,-0.631257,-0.406885,-0.795216,-0.725538,-0.436021,1.24037,-0.148207,-1.67966,0.719405,0.164512,-0.210397
-306.37,0.999404,0.102854,5,63,0,313.142,0.244681,-0.000454778,-0.505959,0.000926877,0.372666,1.0895,1.22211,0.777325,-0.536946,-0.891515,-0.274359,-0.515937,-0.40711,1.21042,-0.395938,-1.57936,0.876313,-0.577925,-0.66328
-310.237,0.950778,0.102854,5,31,0,313.618,0.0997861,0.127424,-0.480649,-0.240114,0.454313,1.57435,0.670672,1.32819,-1.33057,-1.50095,-1.14801,-0.645712,-0.525349,0.865505,-0.00752988,-1.61551,0.721855,-0.651013,-0.0804614
-311.416,0.93503,0.102854,6,63,0,322.32,0.137403,0.0346827,-0.39051,-0.122671,0.568272,1.0876,1.46981,0.814865,0.850607,0.906752,1.006,-1.59224,-1.21208,0.0882831,-1.05626,-0.717514,1.28005,-0.258056,-1.86391
-312.147,0.92789,0.102854,6,63,0,321.112,0.278429,0.191251,-0.581251,-0.193242,0.348674,1.54692,0.710854,0.799546,-0.735448,-1.23236,-0.887748,-0.0836792,-0.0993273,1.44709,0.387516,-2.51618,0.148024,-0.998748,-0.0578965
-311.719,0.990042,0.102854,5,31,0,320.18,0.296125,0.165755,-0.658139,-0.081025,0.309547,1.64667,0.98094,0.774489,-0.910484,-0.845352,-1.08546,-0.358968,-0.0853988,1.57285,0.230657,-2.45168,0.136284,-0.861963,-0.305618
-309.523,0.786368,0.102854,5,63,0,323.33,0.365645,0.0111467,-0.460431,0.0413887,0.51288,1.72298,0.872014,0.768791,-1.13199,-0.881271,-1.13862,-0.536031,-0.392226,1.30606,-0.544429,-1.48487,1.01891,-0.816689,-0.850798
-311.153,0.987204,0.102854,6,63,0,320.994,0.372439,0.169122,-0.438376,-0.0274467,0.467127,1.49201,0.792523,0.849246,0.447818,0.519986,0.602458,-0.99076,-0.625814,0.734688,-0.592586,-0.842986,1.42662,-0.651103,-2.14297
-310.04,0.992175,0.102854,5,63,0,317.808,0.200491,0.0790982,-0.509816,-0.0584566,0.226925,1.39554,1.1593,0.88078,0.757039,0.54567,1.13092,-1.24587,-0.906983,0.827808,-0.780089,-1.82475,0.663625,0.253781,-1.7429
-310.75,0.954363,0.102854,5,63,0,321.215,0.111251,0.0983102,-0.421602,0.0319347,0.354666,0.913278,0.969539,0.571065,-0.233884,0.0788769,-0.278449,-1.10437,-0.942132,0.697744,-0.670715,-1.08163,0.965136,-0.489043,-0.591019
-308.699,0.862654,0.102854,5,31,0,323.32,0.274631,-0.0570747,-0.462339,-0.0653547,0.297692,1.4236,1.00638,0.768977,-0.221054,-0.249747,-0.115403,-1.60871,-0.863405,0.842509,-0.586226,-2.12385,0.508209,-0.913718,-0.258201
-309.31,0.990414,0.102854,6,63,0,315.688,0.0038687,0.241092,-0.340072,-0.17543,0.487725,1.15672,1.09182,0.927995,-0.792283,-0.697921,-0.614006,-0.0935503,-0.336572,1.55321,0.503995,-1.47421,0.72542,-0.744921,-0.780755
-310.889,0.872843,0.102854,5,63,0,319.909,0.337105,-0.135905,-0.497548,-0.0684702,0.297672,1.27432,1.15138,1.13198,0.261719,0.275771,0.83369,-1.22813,-1.18843,0.570499,-1.04902,-1.37217,1.27736,0.206787,-1.61877
-313.123,0.956832,0.102854,6,63,0,321.766,0.405651,0.0415186,-0.369793,-0.065416,0.269941,1.51791,1.1653,1.09081,0.825301,0.690065,0.317407,-0.995098,-0.857543,0.965674,-0.375498,-1.01869,1.58697,-0.081414,-2.69092
-314.214,0.972967,0.102854,5,31,0,322.062,0.158671,0.109862,-0.474124,-0.0718141,0.393124,1.43274,1.43046,0.909549,0.806695,0.818227,1.43442,-0.932593,-0.673977,0.740894,-0.559462,-0.673423,1.53459,0.813618,-3.03267
-311.383,0.999736,0.102854,5,63,0,321.794,-0.107952,0.208838,-0.532657,-0.19126,0.51837,1.50126,0.953699,0.954187,-0.81001,-0.552129,-0.0795766,-0.220601,-0.367872,1.32541,0.0207365,-0.597859,1.68864,-0.351027,-1.97279
-314.318,0.938145,0.102854,5,31,0,324.611,0.224719,0.0677543,-0.370638,-0.357667,0.28774,0.898163,1.03059,1.14232,-0.87834,-0.736535,-0.226879,-1.3659,-0.720934,0.660461,-0.327347,-1.02411,1.40933,0.680256,-0.621437
-310.957,0.997952,0.102854,5,31,0,322.798,0.0252616,0.0739185,-0.372605,-0.134683,0.448764,1.51087,0.902091,0.88992,-1.02933,-0.641558,-0.70176,-1.40202,-1.68874,0.296353,-1.09347,-0.358174,2.28477,0.516466,-0.948405
-311.523,0.985071,0.102854,6,63,0,318.065,0.2145,0.223009,-0.617931,-0.198778,0.267862,1.22571,0.999776,0.817743,-1.25163,-1.37167,-0.682966,-1.63714,-1.20362,0.368544,-1.21844,-1.07226,1.4285,0.632508,0.0826809
-309.982,0.929682,0.102854,6,63,0,319.662,0.0371502,0.01503,-0.325957,-0.112045,0.597785,1.35786,1.11424,0.794308,0.652237,0.575053,0.780225,-1.10771,-0.760577,0.899704,-0.245546,-1.72394,0.519729,-0.140498,-1.64198
-308.167,0.995966,0.102854,5,31,0,315.161,0.113016,0.232321,-0.597085,-0.28729,0.436278,1.39929,0.958526,0.798923,0.236406,0.0660888,0.870403,-1.05083,-1.08434,0.733879,-0.886552,-1.72069,0.737853,-0.611549,-1.08419
-313.019,0.895364,0.102854,5,63,0,319.184,0.056849,0.248395,-0.64099,-0.191936,0.463084,1.33067,0.93723,0.91499,0.410961,-0.0796757,0.895216,-0.378159,-1.06964,0.858908,-0.676231,-2.02915,0.698846,-0.355378,-1.33891
-309.954,0.932177,0.102854,6,63,0,321.358,0.36826,-0.0720318,-0.322952,-0.013301,0.403831,1.49101,1.13987,0.828096,0.0749052,-0.212766,0.117912,-1.4679,-1.93622,0.158017,-1.07755,-1.44985,1.03319,-0.272806,-0.636256
-311.936,0.875278,0.102854,6,63,0,322.402,-0.160752,0.257395,-0.528049,-0.415619,0.511058,1.32489,0.92332,0.71939,0.181209,-0.324036,0.354902,-1.65831,-0.997945,0.518514,-0.807567,-1.26129,1.16424,-0.0694395,-1.0229
-311.419,0.9707,0.102854,5,63,0,321.368,0.132662,0.108378,-0.351719,-0.0198167,0.268359,1.24707,1.11968,0.951589,1.10282,0.681935,1.10978,-1.29696,-1.66967,0.289372,-1.20014,-1.64226,1.00595,-0.291464,-1.50689
-311.87,0.995562,0.102854,5,31,0,319.449,0.146473,0.0263401,-0.389078,-0.141858,0.303285,1.41984,1.32614,0.621067,0.58282,0.741795,0.8181,-1.67847,-1.5662,0.160866,-0.718804,-1.64774,0.70365,0.343911,-1.09763
-317.672,0.99238,0.102854,5,31,0,322.409,0.464568,0.153367,-0.327897,-0.0486791,0.274904,1.62983,1.38629,0.612065,0.953541,0.741934,0.88577,-1.60638,-1.59318,0.468386,-1.87547,-1.63943,0.794704,-1.12478,-1.52135
-312.238,0.999319,0.102854,5,31,0,322.422,0.224826,0.14276,-0.379298,-0.121607,0.420325,1.81188,1.15049,0.616577,0.997355,0.918948,1.09585,-1.81442,-1.5143,-0.00335363,-0.894134,-2.31514,0.105256,-0.947027,-0.902509
-315.937,0.946514,0.102854,6,63,0,322.259,0.182132,-0.183724,-0.251593,-0.232143,0.355056,1.22241,1.12748,0.754349,1.26642,1.46819,1.49019,-1.60837,-1.52728,-0.121177,-1.7697,-1.2392,0.9009,-0.370474,-1.65092
-313.22,0.923404,0.102854,6,63,0,329.932,0.221697,0.248731,-0.58901,0.0193502,0.247578,1.23946,0.951497,1.09081,-1.47218,-1.31207,-1.27371,-1.57937,-1.02699,0.218153,-0.494027,-1.41574,1.22196,-0.463859,0.539886
-316.143,0.971816,0.102854,6,63,0,324.327,0.0722009,-0.0876089,-0.340287,-0.239861,0.506793,1.42083,1.20347,0.646014,-1.16385,-1.8097,-0.858202,-1.28775,-0.965024,1.00813,-0.378287,-0.136435,2.43858,0.620722,-1.46659
-313.211,0.906723,0.102854,5,31,0,321.72,0.0935824,0.00413586,-0.294045,-0.131247,0.409563,1.58242,1.2869,0.63783,-1.43406,-0.974979,-1.23476,-0.740253,-0.664497,0.823151,-0.984283,-0.400486,1.88715,0.803111,-0.884624
-314.113,0.984403,0.102854,5,31,0,325.953,0.0902739,0.184607,-0.370759,-0.247678,0.394299,0.728161,1.66395,0.942621,-0.558136,-0.265435,-0.197479,-1.52013,-1.18705,0.350179,-0.556457,-0.600464,1.37121,0.188952,-0.455606
-309.045,0.958095,0.102854,6,63,0,322.212,0.203758,0.0140206,-0.398188,-0.156336,0.544479,1.21002,1.45428,0.65331,0.135095,-0.0593263,0.39855,-1.2546,-1.30626,0.599982,-1.50308,-1.35049,1.01056,-0.529744,-1.08099
-310.857,0.91268,0.102854,5,63,0,319.773,0.264532,-0.0613497,-0.532555,-0.194898,0.441398,1.45085,1.31565,0.928215,0.0873774,0.0613337,0.0583514,-0.867617,-0.690332,0.750429,0.209268,-1.19811,1.02966,-0.127855,-1.79984
-312.723,0.910822,0.102854,5,31,0,317.598,-0.0322058,0.202765,-0.314822,-0.200851,0.469567,1.43373,1.10713,0.828162,0.162366,0.434004,0.339063,-1.33761,-0.910498,0.381356,-1.53513,-1.77829,0.630614,-0.107024,-1.02715
-313.292,0.99436,0.102854,5,63,0,328.301,0.27838,-0.0166749,-0.625854,-0.148542,0.586452,1.26313,1.28831,0.628909,-1.04878,-1.27813,-1.31123,-0.82123,-0.485905,0.837103,-0.306627,-0.953592,1.32526,0.00411332,-0.637365
-317.155,0.991717,0.102854,5,63,0,330.718,0.239642,0.103615,-0.472031,-0.218723,0.226235,1.44058,0.689046,0.521602,-0.965942,-0.621617,-0.434485,-0.409461,-1.25946,1.12808,-0.94329,-1.27674,1.54075,-0.0684911,-0.606636
-310.233,1,0.102854,4,15,0,319.852,0.277903,0.0728439,-0.4883,-0.0626908,0.366042,1.28189,0.788854,0.734331,-0.22835,-0.363979,0.0586475,-1.59301,-0.50388,0.789563,-0.373667,-1.30389,0.848074,0.112168,-0.974495
-308.499,0.997293,0.102854,4,31,0,317.134,0.296857,0.126934,-0.546173,-0.0489579,0.357992,1.27663,0.590306,0.826664,-0.0845454,-0.217354,-0.28086,-1.11403,-1.05018,0.994563,-0.178704,-1.56968,0.849273,0.00814486,-0.851623
-311.264,0.879188,0.102854,5,63,0,316.441,0.0649573,0.0679119,-0.461547,-0.143994,0.525854,1.34494,1.20845,0.91014,-0.726548,-1.05096,-0.855788,-0.873139,-0.733183,1.11609,-1.26077,-0.562518,2.0483,0.317513,-1.39605
-313.933,0.997246,0.102854,5,31,0,323.36,0.402749,-0.0793502,-0.403034,-0.00679987,0.259718,1.54727,0.81184,1.11757,0.140377,0.0844093,0.176864,-0.840759,-0.577512,1.28274,0.425739,-1.17611,1.13155,0.696649,-2.08073
-317.165,0.979023,0.102854,5,31,0,326.911,0.361817,0.0864763,-0.292683,0.0548207,-0.00728969,1.38079,0.831582,0.738213,-0.146898,-0.216244,0.0037375,-0.352896,-0.404609,1.2158,-0.28094,-0.726032,1.92324,0.381734,-2.3778
-311.449,0.987343,0.102854,5,31,0,324.863,0.2767,0.114601,-0.38665,0.0389717,0.133113,1.40839,0.779303,0.837332,-0.177833,0.111481,0.0599496,-0.577921,-0.803926,0.999301,-0.00220308,-1.25655,1.60114,0.433175,-1.85944
-314.845,0.962206,0.102854,6,63,0,324.03,0.152714,-0.101455,-0.168808,-0.242794,0.481415,1.63853,1.24194,0.651322,-0.414506,-0.617398,-0.593899,-1.44795,-1.03632,0.473875,-1.54259,-2.16288,0.60265,-0.528979,-0.148483
-311.616,0.81361,0.102854,5,31,0,327.494,0.2384,-0.0607065,-0.323219,-0.196743,0.318874,1.40157,1.23676,0.603028,-0.43578,-0.637205,-0.500613,-1.13098,-1.20824,0.427989,-1.64482,-1.98763,0.501341,-0.53384,0.356677
-311.844,0.988103,0.102854,6,63,0,323.618,0.18919,0.149207,-0.569986,0.0142293,0.494976,1.23355,0.777675,1.18947,-0.756092,-0.297208,-0.640717,-1.09418,-0.989836,0.594484,-0.0270799,-0.57639,2.04577,0.448851,-1.34265
-312.694,0.927975,0.102854,5,31,0,322.56,0.280707,0.146219,-0.492928,-0.0542706,0.294836,2.00689,0.890753,0.761354,-0.703051,-0.829983,-0.341152,-0.735801,-0.687813,1.18691,-1.06735,-1.27498,1.56913,0.742769,-1.77342
