# 0.459147, 0.596427, 0.0772521, 0.0420408, 0.0713889, 0.0949781, 0.0592562, 0.160215, 0.240218, 0.137249, 0.358169, 0.361966, 0.465596, 0.442261, 0.385216, 0.442179, 0.711826, 0.900197, 1.05653, 0.681504, 0.985556, 1.5415, 0.541838, 0.87765, 0.699401, 0.584839, 0.323979, 0.812908, 0.913291, 0.692255, 0.580001, 0.809844, 0.652701, 0.633302, 0.0275643, 0.018637, 0.0233822, 0.0276545, 0.0249958, 0.102392, 0.152467, 0.0891412, 0.417727, 0.458934, 0.528714, 0.3865, 0.376845, 0.519443, 0.100736, 0.0625329, 0.151997, 0.0888301, 0.0884602, 0.189661, 0.318602, 0.274985, 0.57944, 0.554588, 0.688965, 0.617934, 0.459358, 0.689482, 0.0553736, 0.0238563, 0.0339513, 0.0570336, 0.0377317, 0.14435, 0.219921, 0.153023, 0.430323, 0.476866, 0.527938, 0.518308, 0.433274, 0.582168, 0.098209, 0.0689708, 0.121742, 0.115524, 0.106217, 0.26733, 0.313207, 0.313627, 0.594142, 0.565831, 0.996, 0.504207, 0.426477, 0.743002
-296.988,0.862679,0.0455854,6,106,1,332.84,-0.623981,0.544436,0.0110983,0.0557493,-0.309588,0.052397,0.481469,2.49151,1.02053,0.611939,-0.669334,-1.18382,-1.6683,-2.12769,0.00763063,-0.669261,0.0857983,0.0161997,0.178471,0.784596,0.150244,0.831129,0.65241,0.987718,0.319801,1.10094,0.814467,0.332285,0.764382,0.590793,0.533145,-0.533142,-0.903348,-0.329077,0.231849,0.114078,0.121259,-0.00832531,0.0534649,0.0489577,0.0315085,0.0667217,-0.517366,-0.437817,-0.114735,-0.159274,0.490632,-0.289832,-0.319174,0.187336,0.430098,0.361688,0.433544,0.262611,1.88267,2.29369,2.24707,3.2656,1.70296,0.874145,0.419846,1.2993,1.14543,-0.243681,0.673475,0.196194,-1.01122,-0.969853,-1.27855,-1.36119,-1.5749,-2.03217,0.0574539,-2.83238,-0.757343,0.147475,-1.56595,-3.05608,-1.94029,-2.09934,-2.31755,-1.90746,0.383466,-0.587052,-0.0262741,-0.388515,-0.81646,-0.723285,-0.459307,-0.818065
-297.979,0.208873,0.0455854,6,63,0,346.903,-0.0735454,0.959257,0.353839,-0.0243361,-0.0952361,-0.144726,0.546166,1.49024,1.33305,0.345454,-0.980584,0.163943,-0.566966,-1.915,0.574721,-0.446632,0.492465,0.319921,0.348128,0.191584,0.177414,1.25483,0.0948728,0.329111,0.649647,1.08407,1.84649,1.1452,1.01099,0.482371,-0.346457,-0.333777,-1.2095,-0.222,0.21837,0.734371,0.406943,0.413554,0.00304725,0.156471,-0.0305121,-0.0394652,-0.556243,0.351625,-0.408572,-0.335447,0.170591,-0.150002,-0.25947,-0.516095,0.52542,0.479132,0.410096,0.297983,2.08799,1.83039,1.83979,3.08933,1.16939,1.32247,1.43867,1.58365,0.97928,0.313864,0.68096,-0.36249,-1.22476,-1.9742,-0.914114,-1.57949,-1.42875,-0.436623,-0.36802,-1.58082,-0.557372,-0.458376,-1.71735,-2.52798,-0.933339,-2.43355,-2.21442,-2.38764,1.36957,1.42449,1.1967,-0.329601,0.254175,-0.975901,-1.15838,-0.810863
-309.102,0.99896,0.0455854,6,127,0,344.601,-0.0436109,1.1168,0.138036,-0.253588,-0.421718,0.186206,0.291753,1.02913,1.00694,0.413562,0.20204,-1.19728,-1.72501,-1.77544,0.907013,-0.739672,0.350586,0.575757,0.438068,0.420928,0.3846,0.795721,0.808367,0.368077,0.892192,0.623918,0.901916,0.446936,0.964245,0.805296,1.04694,-0.848314,-0.687746,0.497753,0.189141,0.411445,0.446121,0.353313,0.0289796,0.0147297,-0.159816,-0.490365,-0.557737,0.23147,-0.187373,-0.323031,0.0919649,-0.413223,-0.282083,0.290868,0.366299,0.521447,0.46135,0.452705,1.37774,1.09998,0.408912,-0.465479,1.19022,1.13525,0.805468,1.93688,0.798964,0.295199,0.320354,1.29905,-0.605266,-1.58017,-0.620475,-0.76029,-0.99498,-1.31743,-1.179,0.269147,-0.156425,-0.839262,-1.8947,-1.51821,-2.14446,-1.949,-1.64571,-1.0481,-0.008714,0.780012,1.7358,1.53738,-0.807414,-0.506948,0.296188,-2.08775
-302.788,0.970781,0.0455854,6,127,0,357.859,0.41766,0.676941,0.339518,-0.184313,-0.315952,-0.479325,0.314431,0.90022,1.19767,0.66107,-0.946974,-0.0731862,-0.461145,-3.1418,0.195345,-1.36389,0.153474,0.272661,0.595599,0.326713,0.0683624,0.182344,0.295182,0.586287,0.514229,0.442389,1.0428,0.532712,0.203509,1.30294,1.65227,-0.874914,0.502705,-0.188086,0.209052,0.409802,0.39046,0.227769,-0.109828,0.572838,-0.191053,-0.329748,-0.661587,-0.201584,-0.549472,-1.0101,-0.0226934,-0.196006,-0.548376,-0.194039,0.482293,0.403319,0.340936,0.305383,1.10797,1.35516,1.07441,1.36207,1.55742,1.12882,0.630809,1.23379,0.258977,0.753555,0.420009,0.599104,-0.975183,-1.36198,-1.34345,0.220338,-0.487827,0.00155439,0.058048,-0.646835,0.369704,-0.296754,-1.84305,-1.94839,-2.40814,-3.3136,-2.28394,-3.26756,0.556287,0.393664,-0.0425296,0.257334,-1.18952,-1.87178,-1.28314,-1.36306
-289.272,0.996045,0.0455854,6,63,0,339.499,0.413547,1.01842,0.208864,-0.035132,-0.429932,-0.0308795,0.468321,2.24502,0.477184,0.740818,-0.0388984,-0.0943164,-1.30303,-2.28163,0.138207,-0.991227,0.0268801,0.387834,0.293201,0.20089,0.1517,0.774522,1.33005,0.153133,0.455694,1.2804,0.968443,0.868276,0.422039,0.309299,0.740032,-0.490428,-1.18706,0.914352,0.168694,0.17946,0.239811,0.203738,0.0637817,-0.0526326,0.127383,-0.293908,-0.472283,-0.379033,-0.556579,-0.768713,0.0953755,-0.348838,-0.118445,-0.239643,0.351596,0.440247,0.480403,0.199448,1.3178,1.37517,1.65846,1.59249,1.34063,1.28757,0.54581,0.851734,1.03099,0.505571,0.591888,0.830323,-0.179841,-1.10436,0.162034,-0.948356,-1.02598,-0.962804,-0.752727,-0.0197686,-0.0711033,0.323975,-0.902566,-2.16647,-2.23716,-2.78206,-2.86526,-1.62978,-0.221814,-0.289415,0.310333,0.487055,-1.00825,-1.28829,-1.35181,-1.07482
-278.953,0.941188,0.0455854,6,63,0,331.008,-0.862621,0.83228,0.102173,0.19058,-0.714423,0.080584,0.337457,1.62575,1.46352,1.13765,-1.18303,-0.118053,0.823253,-1.14762,0.0254396,-0.88497,0.0376825,0.0891304,0.517256,0.291503,0.0755452,0.373126,0.24424,0.417874,1.05552,1.15159,1.00182,2.02124,0.64481,0.0919981,0.556942,-1.06199,-1.16909,-0.932607,0.123116,0.119276,0.0887937,0.127843,0.102852,0.213574,0.049132,0.147333,-0.477178,0.24833,-0.563657,-1.04038,-0.0989722,0.0273493,-0.132045,0.177444,0.252912,0.279621,0.317618,0.344456,2.20573,1.17615,1.63363,1.67821,1.68455,1.56852,0.80045,1.19139,0.873263,1.3322,1.12747,0.798832,-0.850837,-0.634342,-0.490903,0.195992,-0.725687,-0.00200043,0.479038,-0.899374,-0.193406,0.665813,-0.34895,-1.08311,-2.54509,-3.15014,-2.59722,-2.12865,-0.085162,-0.246949,0.143401,0.440065,-1.07683,-0.943325,-0.904216,-1.05935
-282.625,0.920724,0.0455854,7,127,0,321.534,-1.23392,0.596055,0.0898944,0.196212,-0.288905,-0.635898,0.485339,1.85315,0.595156,0.597681,-1.09534,-0.5355,-1.54566,-1.43924,1.43347,0.31516,0.15463,0.0306719,0.747952,1.15235,0.101586,0.395872,0.354062,1.24952,1.05919,0.58813,1.25252,0.258599,0.248533,0.529446,-1.16333,-2.24212,-0.593709,-0.367595,0.0731052,0.246131,0.154097,0.0201588,0.200573,0.134792,0.189,0.167963,-0.617565,0.133754,-0.239039,-0.787669,0.190613,-0.904558,-0.511416,-1.12394,0.47209,0.450589,0.360803,0.471822,1.43404,2.10667,1.73006,1.62764,1.39044,0.585666,0.0474325,0.25265,1.197,0.0620737,0.622414,-0.914266,0.479007,-0.642585,-1.36855,-0.532642,-0.304749,-1.37611,-1.37283,-0.539262,0.65436,-0.092116,-2.12492,-2.78055,-1.29444,-1.40359,-1.46853,-2.13763,1.04914,1.4871,1.36097,1.60785,0.248534,0.441546,0.503885,0.149877
-290.569,0.970568,0.0455854,7,127,0,328.1,-0.51601,1.02416,0.249329,0.0134653,-0.113842,-0.223989,0.532832,1.74773,0.790688,-0.610451,-1.35355,-0.896401,-0.216378,-1.41348,0.807862,0.128557,0.27812,0.0622568,0.412275,0.260843,0.0419282,0.915948,0.715458,2.05525,1.27254,0.464416,1.5652,0.510068,0.275345,0.286769,0.269205,-0.325103,-2.01076,-1.91475,0.0854135,0.462773,0.321454,0.11255,0.0217118,-0.0256053,-0.0452249,0.0401377,-0.500749,-0.0586133,-0.233476,-0.248273,-0.0766766,-0.0500167,-0.425442,0.0130496,0.556751,0.563687,0.546622,0.536979,1.78739,1.32152,2.43542,2.90031,1.07969,1.22017,0.907805,0.625214,0.579229,1.11232,-0.402379,0.560027,-1.11578,-1.88629,0.130897,-1.46165,-0.890152,-0.476966,-0.629317,-0.578042,-0.863326,0.0741542,-1.95637,-1.82991,-0.920344,-2.74029,-1.9349,-0.306089,1.13094,0.814323,1.23691,0.875264,-0.181364,0.460778,0.391426,0.0239332
-311.13,0.933635,0.0455854,7,127,0,358.833,-1.01286,1.00427,0.464584,-0.0292941,-0.974738,-0.579067,0.642276,1.71531,0.822361,0.635985,-2.09825,-1.18121,-2.06,-2.0549,1.71316,-0.171721,0.226194,0.0118849,0.572526,0.323078,0.196807,1.74998,1.98745,1.88997,0.918636,0.442489,1.21171,1.11259,0.648666,0.329681,-0.296496,-2.22541,0.876268,-1.32238,0.241945,0.537748,0.214156,0.299164,-0.0354919,-0.0334626,-0.0327959,-0.000353215,-0.603445,0.312638,-0.468973,-1.2228,0.144641,-0.493363,-0.388832,-0.361216,0.662147,0.862401,0.633994,0.375639,2.04942,2.11735,0.218854,1.98481,1.75994,1.67757,-0.571743,0.721725,1.29574,-0.341745,1.41744,0.471375,-1.19254,-2.4599,-1.7227,-1.57867,-1.3683,-0.91339,-1.56474,-1.66407,-1.08171,-0.43941,-2.59778,-2.89538,-1.05571,-0.431285,-0.874518,-1.66437,1.35117,2.88417,1.02765,2.57755,0.309483,-0.113186,-0.388122,-0.189171
-307.886,0.809034,0.0455854,7,127,0,354.96,-0.0899365,1.24636,0.147883,0.259622,-1.05827,0.273428,0.340478,1.26715,0.707727,0.35969,-1.43249,-1.96457,-0.217065,-0.333644,1.78933,0.350657,0.176305,0.0973385,1.26558,0.818499,0.0372673,0.895645,0.520856,0.859218,0.26084,1.17428,3.23568,1.07447,0.496867,0.347842,0.33275,-1.47024,-2.54988,-0.423574,0.0603927,0.313158,0.0510988,0.0242677,0.139755,0.320833,0.26656,0.321427,-0.62991,-0.43426,-0.86757,-0.629116,-0.0144399,-0.153036,-0.0890912,-0.369218,0.289352,0.361665,0.322079,0.339051,1.34912,1.11153,2.23594,0.935427,0.871385,0.324279,1.43694,0.376526,0.786412,1.79916,0.274501,0.240925,-1.81701,-1.86636,-1.16364,-1.27251,-1.96934,-2.25284,-0.721318,-1.64042,-1.33536,-0.777681,-2.86335,-3.18877,-0.328953,-0.0352916,-0.235087,0.942782,2.04443,1.53875,2.9079,1.9579,1.08405,0.380771,0.120073,0.049425
-302.73,0.943502,0.0455854,7,127,0,347.339,-1.77535,1.38586,0.0484455,0.119077,-0.567052,-0.556436,0.757678,0.888079,1.1931,-0.0903986,-1.90364,-2.1738,-2.17066,0.286069,2.86102,0.889839,0.191964,0.0337617,0.536439,0.199237,0.0585874,1.01715,1.82945,1.59473,0.345437,0.947489,1.20561,0.479388,0.904443,0.327664,0.283688,-2.32206,-0.250899,-0.53938,0.146261,0.431475,-0.0458966,-0.257558,0.0921809,0.148731,0.149726,0.054571,-0.57322,0.37818,-0.17644,-0.253389,-0.382704,-0.323712,-0.5091,-0.447911,0.796069,0.777654,0.748912,0.736678,1.56731,1.67287,0.585146,0.458913,1.89903,1.72625,0.103382,1.42941,0.764084,-0.329911,0.510908,0.825192,-1.87519,-2.08068,-1.64602,-1.75117,-2.43119,-2.22855,-0.780451,-2.00579,-1.79049,-1.61336,-2.57187,-2.60933,-0.0384847,-0.188367,-0.539476,0.0153717,2.19665,2.91738,1.66734,3.52294,0.820042,0.692136,1.03475,0.695045
-300.106,0.898617,0.0455854,5,46,1,344.755,-1.75926,1.56486,-0.0286996,0.0683354,-0.542865,-0.492805,0.755979,0.773951,1.34776,-0.177204,-1.8128,-1.92782,-2.03287,0.213826,2.97096,0.753443,0.193151,0.0406482,0.556762,0.164733,0.0541605,0.898583,2.32506,1.00667,0.426914,0.982124,1.08163,0.675334,1.03877,0.313211,-0.0209074,-2.00356,-0.281057,-0.928943,0.167536,0.461333,-0.0379124,-0.270457,0.0989675,0.0774952,0.0587039,0.0711803,-0.530154,0.331357,-0.167002,-0.266774,-0.315155,-0.0815438,-0.64501,-0.578917,0.739353,0.75299,0.726468,0.754177,1.54768,1.90374,0.792098,0.678901,1.84278,1.80745,0.187199,1.44007,0.831202,-0.281835,0.511536,0.779031,-2.02739,-1.86949,-1.58714,-1.94525,-2.75714,-2.22843,-0.458858,-1.73128,-1.58625,-1.51248,-2.66142,-2.13229,0.0943826,-0.142367,-0.481208,0.0675327,2.19681,3.00661,1.685,3.23124,0.846467,0.951456,1.07858,0.971501
-308.154,0.889782,0.0455854,5,56,1,345.697,-1.60141,1.96314,-0.030818,0.0383665,-0.445114,-0.595972,0.728456,0.939964,1.38018,-0.209947,-1.77734,-1.54449,-2.31664,0.207953,2.94243,1.21497,0.190769,0.0316033,0.439742,0.236832,0.0864229,0.920065,1.64743,0.596056,0.556275,1.06194,1.21597,0.367257,1.9828,0.187438,0.154294,-2.18575,-0.162471,-1.07207,0.137124,0.156663,0.0082846,-0.257025,0.022964,0.0588805,0.073751,0.046423,-0.678088,0.625714,-0.214313,-0.198314,-0.270696,-0.302444,-0.628547,-0.687334,0.716554,0.710465,0.833103,0.710957,1.49818,1.74698,0.880585,0.892528,1.81563,1.79922,0.221377,1.56929,0.786735,0.123521,0.521415,0.43651,-1.88758,-2.09671,-1.73186,-1.93028,-2.66191,-1.72081,-0.661929,-1.27873,-2.112,-1.47387,-2.64021,-2.07706,0.276665,-0.364315,-1.06494,0.118483,2.33652,3.10404,1.68269,3.0067,1.17853,0.738046,1.35804,0.868284
-303.217,0.680768,0.0455854,8,255,0,356.939,0.490137,1.55703,-0.0459676,-0.0196424,-0.687196,-0.495747,0.420491,1.81407,1.32801,-0.0460942,-0.375307,-1.50585,-0.808273,-0.837499,1.89449,0.145257,0.608949,0.0228721,0.299989,0.693613,0.0272864,0.956007,0.303029,0.597415,1.63834,1.07468,1.49834,0.453565,0.505896,1.09639,0.38634,-0.375605,-0.518673,-0.969383,-0.0976394,0.628094,0.555013,0.248351,-0.042681,-0.0338174,0.000385837,-0.042539,-0.584893,-0.365794,-0.0537761,-1.00457,0.303504,-0.525817,-0.666777,0.157822,0.415567,0.394884,0.468174,0.434974,1.70544,1.46523,2.07722,1.82841,1.2563,0.960623,1.49083,0.80003,1.32144,-0.343991,0.282349,0.265125,-1.38497,-2.47651,-2.69269,-1.3499,-2.00337,-1.21221,-2.01295,-0.912317,-1.74335,0.150357,-3.69932,-2.29343,-1.25541,-1.95723,-1.5304,-0.854383,1.51321,1.36302,2.16534,1.45811,0.682889,0.994339,-0.916087,-1.15619
-304.466,0.885794,0.0455854,6,70,1,355.93,-1.20853,2.01252,0.378745,0.426119,-0.260423,0.0298069,0.458292,1.27886,0.889508,0.614266,-1.2884,-1.92583,-1.04123,-0.958501,1.52616,0.746646,0.207539,0.117595,0.55611,0.186544,0.0198396,0.687005,1.12758,0.564892,1.89068,0.769041,1.29403,1.05077,0.205794,0.993971,-0.315332,-1.25709,0.234936,-0.404595,0.187965,0.45496,-0.0637034,-0.0410611,0.415379,0.549687,0.265055,0.257118,-0.706868,0.202597,-0.672244,-0.143551,-0.152825,-0.044928,-0.322297,-0.135622,0.492953,0.43303,0.478828,0.431769,1.60326,1.89919,1.18104,2.4469,1.6118,1.27462,-0.427223,1.10977,0.534732,1.55675,0.56445,0.28981,-0.804451,-2.44098,-2.03701,-1.63897,-1.23336,-0.825923,-1.27293,-1.78845,-0.333051,-1.03208,-1.20576,-3.83681,-0.86159,-1.45112,-1.82072,-1.18318,1.34159,1.45074,1.47017,1.40167,0.743664,-0.45118,0.298659,0.931784
-305.223,0.874141,0.0455854,6,127,0,360.044,-1.11511,1.80797,0.404753,0.437162,-0.271603,-0.0142436,0.45305,1.29176,0.839541,0.670834,-1.3031,-2.01011,-0.984281,-0.986275,1.44704,0.669128,0.207932,0.128656,0.598959,0.198337,0.0196213,0.728766,1.08417,0.458336,1.97107,0.670297,1.28514,0.929132,0.191924,0.915898,-0.40542,-1.19686,0.408889,-0.290056,0.161349,0.479478,-0.0476662,-0.0156123,0.414723,0.54204,0.291737,0.236026,-0.710809,0.175492,-0.649645,-0.144378,-0.18717,-0.0533343,-0.366316,-0.113347,0.478979,0.424787,0.445963,0.47526,1.58569,1.94769,1.19852,2.43409,1.60552,1.28121,-0.440457,1.14765,0.548707,1.6012,0.619661,0.219948,-0.93747,-2.39547,-2.00477,-1.69858,-1.27551,-0.949173,-1.24426,-1.88721,-0.282376,-1.00749,-1.23981,-3.76364,-0.785822,-1.32586,-1.91762,-1.18133,1.34235,1.50023,1.49715,1.43054,0.768388,-0.351992,0.39616,0.891305
-289.165,0.952982,0.0455854,6,63,0,342.471,-0.46816,0.414376,0.0103082,0.355666,-0.0990956,-0.11592,0.473989,2.02841,0.487385,0.580851,-1.64127,-1.2863,-0.997956,-1.0344,1.47324,0.258939,1.00988,0.0845756,0.344445,0.0943434,0.0425813,0.475075,0.619868,0.828887,0.383411,0.719424,2.26412,0.735536,0.15838,0.276503,-0.208224,-1.23404,-0.555937,-1.34388,0.152452,0.638862,0.368973,0.210118,0.334816,0.273074,0.398329,0.350993,-0.42229,-0.0763497,-0.774228,-0.12325,-0.116141,-0.319449,-0.0801413,-0.33258,0.471051,0.438657,0.458795,0.530664,1.66941,1.78762,1.74594,2.65107,1.25029,1.43049,0.0625335,0.448886,0.478343,1.33755,0.855296,0.203539,-0.588568,-1.75858,-1.49424,-2.06534,-1.5336,-2.01098,-1.41247,-1.633,0.370223,0.526393,-3.16903,-3.45052,-0.843831,-1.50291,-1.80144,0.0149872,1.29597,1.36206,1.65366,1.53161,0.352636,0.890037,0.533975,0.398584
-284.841,0.928504,0.0455854,6,63,0,328.001,-0.341299,0.39823,0.424895,0.348807,-0.485734,0.41062,0.377097,1.84999,1.54426,0.65901,-0.889542,-1.3149,-1.86319,-1.37737,1.7514,-1.03828,0.164197,0.314163,0.171972,0.488841,0.0292395,0.159844,0.54684,0.451253,0.716939,0.465545,0.860305,0.966657,0.385282,0.891482,-0.397858,-0.811975,-1.03672,-0.415424,0.23847,0.407144,0.0552533,0.265081,0.0843646,0.682385,0.0675283,0.19194,-0.562197,-0.64806,-0.356765,-0.798757,0.250164,0.261955,-0.335444,0.0867174,0.388769,0.447735,0.385244,0.339649,1.96954,1.75822,1.80352,1.95576,2.3329,0.917781,0.499074,1.60783,0.949787,0.860434,0.396365,0.811454,-1.35406,-1.50632,-1.42399,-0.361097,-2.23259,-1.28129,-1.1516,-0.872286,-0.723274,-1.53027,-2.08367,-2.60544,-1.03008,-2.45161,-0.644112,-2.46067,1.93205,1.16265,1.61849,1.63205,0.544997,-1.0065,-0.278592,-1.03849
-288.337,0.954787,0.0455854,7,255,0,333.117,-0.86803,1.05938,0.155156,0.399777,0.0431089,-0.459936,0.264621,1.97495,-0.0945989,0.720276,-0.416079,-0.774962,0.379338,-0.818313,1.5882,0.886408,0.530059,0.184768,0.36633,0.376835,0.193941,0.223234,0.953141,0.493607,0.504466,0.446247,1.42769,0.388331,0.321163,0.65843,-1.72185,-2.44492,-1.89165,-1.60658,0.101045,0.106575,0.726418,-0.619832,0.138075,0.472896,0.325765,0.414513,-0.484371,0.112893,-0.2719,-0.323663,0.25914,-0.607054,-0.334748,-0.756933,0.52807,0.275422,0.410042,0.0660984,2.25855,1.70399,2.0055,2.01751,1.00254,1.47362,0.263167,0.13176,1.16393,0.239448,0.72513,0.224535,0.0846517,-1.07256,-0.969981,-0.973256,-0.80397,-0.451566,-0.621761,0.00500485,0.856428,-0.21895,-2.02887,-1.01548,-1.14212,-1.37293,-0.907537,-0.702634,1.56461,1.94729,1.305,1.62385,0.477546,2.34157,1.11337,0.728169
-275.031,0.989238,0.0455854,6,127,0,325.228,-1.44009,0.588697,0.197198,0.198017,-0.549393,-0.0779365,0.41359,1.31881,1.53976,0.632825,-0.112933,-0.363881,-1.02131,-1.23367,1.14499,-0.555459,0.766805,0.0187739,0.272342,0.265136,0.134129,0.151616,0.832843,0.362504,0.189806,0.5842,1.03245,1.11621,0.109301,0.278892,-0.954129,-2.5563,-2.00618,-1.70246,-0.120672,1.20123,-0.0496049,0.22914,0.183195,0.175837,0.184492,0.183569,-0.619677,-0.455932,-0.559382,-0.838645,-0.00589082,0.185239,-0.406221,0.124883,0.401584,0.804782,0.465522,0.237383,1.40938,1.39431,1.2829,1.39544,2.27545,0.223668,0.305684,1.14323,0.836683,0.57646,0.438265,0.663674,0.08633,0.207379,0.0752734,-0.0826044,-0.593931,-0.221847,1.48749,-0.150996,1.0197,0.788016,-0.587188,-1.06283,-1.01361,-1.91687,-1.12942,-1.4188,1.06557,1.17225,1.25778,0.986237,0.0628391,-0.680619,-0.5036,-0.527105
-279.055,0.857858,0.0455854,5,39,1,329.263,-1.4345,0.445188,0.297758,0.193523,-0.460096,-0.0904897,0.591868,1.30382,1.30281,0.830661,0.166648,0.171023,-0.174779,-1.43345,0.95032,-0.654688,0.342004,0.0515594,0.132191,0.285764,0.50249,0.0892213,0.826307,0.13252,0.710682,1.20993,0.65065,0.816055,0.266359,0.422335,-0.631429,-0.718299,-1.16104,-1.14218,0.135622,0.808982,0.195065,0.90366,0.155018,0.202381,0.188598,0.20008,-0.627229,-0.387682,-0.275207,-0.342207,0.0143383,0.00253474,-0.423108,0.0290389,0.59275,0.513884,0.697204,0.184998,1.35042,1.2522,1.36102,1.27834,2.3252,0.809458,0.246184,2.17002,1.11177,0.741676,0.763488,0.675779,-0.152896,-0.516559,0.184296,0.153145,-0.428275,-0.26907,1.10314,-0.313114,-0.228992,0.116513,-0.740509,-2.02495,-1.25308,-1.89405,-2.10455,-1.90491,1.11431,0.733145,0.566796,0.834094,-1.05046,-0.33135,-0.769904,-1.28229
-286.381,0.908266,0.0455854,5,42,1,325.135,-0.466938,0.358378,0.28595,0.118668,-0.453832,-0.130138,0.790243,1.4785,1.06865,0.981329,0.230745,0.134756,-0.687389,-1.01681,0.692197,-0.9308,0.392437,0.0788827,0.193505,0.17089,0.344667,0.0781183,0.911233,0.183444,1.00903,0.536579,0.898756,1.10383,0.288376,0.6319,-0.559713,-1.67123,-1.32597,-0.855614,0.220226,0.635301,0.323634,0.790723,0.0220832,0.142674,0.169522,0.169411,-0.47424,-0.697454,-0.235616,-0.581142,-0.044634,0.10664,-0.505934,-0.316949,0.497651,0.209597,0.776167,-0.0842272,1.46463,1.47812,1.4446,1.51725,2.07922,1.17109,0.440666,2.13534,1.15676,0.827134,0.898647,1.10911,-0.269664,-0.837808,0.150287,0.780931,-0.673004,-0.408928,1.08692,-0.660721,-0.0266361,-0.523704,-1.54179,-2.05048,-1.16537,-1.9887,-2.03606,-1.99761,0.919135,1.12553,0.579503,0.61734,-0.252889,-0.636539,-0.813565,-1.1907
-279.534,0.973895,0.0455854,7,127,0,338.811,-2.11835,0.621366,-0.0669959,0.30303,-0.862801,0.0250713,-0.0521452,1.81193,1.06147,0.955149,-0.556302,-0.126729,0.739363,-0.908497,1.48861,0.70354,0.465446,0.0691747,1.02626,0.444722,1.02499,0.0784491,0.222325,0.0363869,1.33649,0.67853,1.34208,0.18682,0.364108,0.84208,-1.92501,-3.1242,-1.9794,-2.01582,-0.191363,0.365163,0.271323,-0.446612,0.218664,0.426277,0.353502,0.250314,-0.775991,0.807281,-0.405471,-0.926734,0.301872,-0.878251,-0.125121,-0.0911942,0.471372,0.808024,0.0590442,-0.11952,1.90264,1.77433,1.84468,1.87627,1.10662,1.22472,0.933578,0.676907,0.909505,0.962378,0.955481,1.00031,0.361753,-1.12449,-0.596809,0.532247,-0.306941,-0.840143,-0.350996,0.079942,1.15891,1.48039,-1.10972,-0.699493,-0.791738,-0.681551,-1.26227,-0.726942,1.90676,1.53498,1.40321,1.38743,0.336194,2.48847,1.18141,1.05184
-276.43,0.68827,0.0455854,7,127,0,323.721,-1.62488,0.0685253,0.464619,0.101799,-0.305559,0.537553,0.432309,1.30812,0.574457,0.703959,-0.301182,0.477282,-0.0480654,-1.20638,1.96149,0.861459,0.182474,0.196741,0.207372,0.631609,0.422293,0.249026,0.73035,0.13833,1.1252,0.804941,1.59059,0.2748,0.0503299,0.518684,-1.75169,-1.58519,-1.63751,-1.51033,0.178427,0.417151,0.532788,0.514362,0.27278,0.326913,-0.118513,-0.0967682,-0.601824,-0.503365,-0.452642,-0.512032,-0.168232,0.158954,0.090239,-0.0151161,0.514796,0.0196619,0.311854,-0.0113373,1.3925,1.15287,1.37047,1.21149,1.07541,1.301,-0.146514,0.938701,0.654287,0.653885,0.57418,0.685229,0.258596,-1.06828,-0.541373,-0.175928,-0.266425,-0.18724,0.2095,-0.606421,1.60058,-1.06505,-1.66704,-2.62401,-0.554317,-1.27475,-1.59864,-1.19976,2.07503,1.96272,1.99987,1.93971,1.14035,1.07437,0.820329,0.757577
-281.19,0.347058,0.0455854,6,95,0,321.609,-1.7739,0.164973,0.360943,0.0542075,-0.594825,0.878927,0.564732,1.57534,0.628561,0.41968,-1.24144,-0.351036,-1.11907,-0.605094,2.01286,0.841215,0.226574,0.189477,0.245,1.0489,0.370089,0.268131,0.624431,0.120481,0.86601,0.416374,0.756582,2.0815,0.160599,0.338133,-1.62691,-1.64311,-1.68344,-1.86887,0.124248,0.570127,0.449311,0.277146,0.151727,-0.0317048,-0.0688226,0.0274923,-0.601668,-0.19587,-0.340605,-0.642924,-0.0808685,0.274188,-0.529453,0.270702,0.425955,0.220654,0.377945,0.224738,1.82733,1.4289,1.65288,1.97356,1.1661,1.0181,-0.316016,0.176599,0.471427,0.357448,0.421181,0.184917,0.0685894,-2.29778,-0.838893,0.215609,0.0575456,-0.390681,0.120425,-0.0767126,0.00350938,-0.537728,-1.35094,-2.01047,-0.241268,-1.40791,-1.09784,-1.35351,2.06281,2.21579,2.00881,2.11559,0.824145,0.682033,0.911205,0.818715
