# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = simple_regression_model
# start_datetime = 2021-11-19 20:54:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/s8i_3cwj.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/simple_regression-202111192254-1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,alpha
# Adaptation terminated
# Step size = 0.11757
# Diagonal elements of inverse mass matrix:
# 0.0136173, 0.0138888, 0.0118749, 0.013463, 0.0126246, 0.0781819, 0.0702101, 0.0615243, 0.246044, 0.26055, 0.274179, 0.261449, 0.237412, 0.233385, 0.286068, 0.347396, 0.353434, 0.388187, 0.484964
-318.643,0.822984,0.11757,4,15,0,323.463,0.0902568,-0.093318,-0.463885,-0.062397,0.252026,0.784748,0.856184,0.53728,-0.738436,-0.200687,-0.121911,-0.0149292,-0.255886,1.68175,0.56275,-2.56219,-0.193464,-0.639028,0.19829
-311.678,0.953122,0.11757,5,31,0,328.278,0.188172,0.0538454,-0.504462,-0.100149,0.555909,0.999299,0.854133,1.06961,0.538893,0.420119,0.59784,-0.500859,0.0722016,1.5892,-0.133883,-2.50403,-0.353838,-2.05556,-1.04364
-314.395,0.963302,0.11757,6,63,0,324.069,0.123989,0.286391,-0.47846,-0.0692183,0.602139,1.1344,0.75474,0.636678,-0.640322,-0.500224,-0.464545,-1.55417,-1.95806,0.100571,-1.61693,-0.30885,2.04789,0.889022,-0.480068
-313.358,0.988492,0.11757,5,31,0,319.718,0.0930621,0.2818,-0.422326,-0.00494678,0.58441,1.13292,0.716522,0.583809,-0.461604,-0.499697,-0.360773,-1.73776,-1.57006,0.203474,-1.33595,-0.322981,2.23435,0.919886,-0.853023
-310.294,0.838606,0.11757,5,31,0,322.024,0.160042,-0.200386,-0.395774,-0.356696,0.446855,1.16817,1.32423,1.18356,-0.188316,-0.626513,-0.0308776,-1.29126,-1.15261,0.446174,-0.68903,-1.24545,0.88195,-0.460865,-0.728951
-311.16,0.790914,0.11757,5,31,0,318.831,0.237638,0.24076,-0.507323,0.0898604,0.62693,1.34258,1.0594,0.597221,0.108867,0.0979675,-0.134126,-0.574699,-0.732284,1.29617,-0.57795,-1.27718,1.25002,-0.438645,-1.50421
-309.49,0.987013,0.11757,5,63,0,319.768,0.0824745,0.178891,-0.505084,0.0767481,0.439863,1.10945,1.37485,0.980138,-0.0675039,0.0202074,0.258251,-1.27428,-0.881357,0.60098,-0.960164,-1.03413,1.43634,-0.255923,-1.50721
-309.455,0.99746,0.11757,5,31,0,318.041,0.0487293,0.0902349,-0.473861,-0.0793704,0.571309,1.31582,1.47424,0.92194,0.21821,-0.13564,0.361879,-1.42188,-1.34862,0.231272,-0.980788,-0.748137,1.41552,0.197933,-1.59712
-307.529,0.86367,0.11757,5,31,0,315.999,0.104649,0.108145,-0.487153,-0.0687268,0.269551,1.21219,1.05604,0.985886,-0.41603,-0.00622566,0.110731,-1.36442,-1.19004,0.531395,-1.00135,-1.60521,0.772868,-0.680589,-0.246299
-312.692,0.992313,0.11757,4,15,0,317.818,-0.0720041,0.191385,-0.611338,0.0283549,0.334741,1.16461,0.916723,1.36037,-0.0511574,-0.19887,-0.047218,-1.32616,-1.06995,0.414169,-1.47939,-1.57036,0.690303,-0.339789,-0.517725
-311.908,0.983305,0.11757,5,31,0,322.204,0.339521,-0.0730973,-0.306933,-0.25959,0.514859,1.56373,1.03246,0.442749,-0.670961,-0.933287,-0.119481,-1.3212,-0.83232,0.901842,-0.588896,-1.3325,0.885667,-0.533364,-0.624052
-311.066,0.950674,0.11757,5,63,0,317.383,0.0850553,0.156904,-0.63765,0.081091,0.466057,1.09461,1.00905,1.21447,-1.10394,-1.44898,-0.619483,-1.14705,-0.792877,0.818709,-0.92618,-1.50566,0.97603,-0.233952,-0.00451237
-312.872,0.953804,0.11757,6,63,0,321.191,0.278525,0.0379349,-0.503009,-0.132452,0.290035,1.37417,0.994691,0.755629,-0.503197,-0.732309,-0.924483,-1.93784,-2.20163,-0.262303,-1.46022,-1.14929,1.55245,-0.171621,0.184862
-307.038,0.953081,0.11757,5,31,0,317.594,0.144888,0.113565,-0.42702,-0.136173,0.507796,1.34854,1.16803,0.974225,-0.689945,-0.45228,-0.118394,-0.539219,-0.703179,0.77152,-0.235021,-1.25052,1.19999,-0.618017,-0.937502
-308.646,0.988912,0.11757,4,15,0,312.215,0.049913,0.0750395,-0.52023,-0.154827,0.563733,1.40015,1.29714,0.993852,-0.379872,-0.671607,-0.58627,-0.970937,-0.921587,1.07567,-0.236368,-1.49841,0.710272,-0.312999,-0.789816
-306.396,0.846026,0.11757,5,31,0,314.66,0.146695,0.0385875,-0.421567,-0.207515,0.441678,1.51087,1.14838,0.456854,-0.649085,-0.617801,-0.298386,-0.60335,-0.346646,1.1462,-0.245761,-1.24615,1.19894,-0.620058,-1.10736
-316.906,0.845668,0.11757,5,31,0,322.247,-0.0356206,0.112951,-0.428611,-0.382175,0.590965,2.11822,0.79203,0.649692,-0.785444,-0.317788,0.0263084,-0.995504,-0.833589,1.01035,-0.417968,-1.8402,0.74447,-0.228731,-1.01508
-316.505,0.915239,0.11757,5,31,0,327.242,0.177265,0.313976,-0.64136,-0.00867876,0.297175,0.912744,1.30528,0.711322,-1.16395,-0.438791,-0.599787,-0.959724,-0.793357,1.16764,-0.857717,-1.29617,1.20456,-0.316446,-0.104336
-311.34,0.99984,0.11757,5,31,0,322.571,0.195025,-0.0148342,-0.386204,-0.135657,0.478415,1.63971,0.980043,0.897243,-0.625365,-0.407819,0.0257344,-1.11088,-0.874116,0.859552,-0.414063,-0.377586,2.17339,0.90319,-2.26881
-307.22,0.815005,0.11757,5,31,0,315.192,0.0416893,0.164615,-0.456881,-0.229256,0.352526,0.902966,1.19919,0.844718,-0.132503,-0.357905,0.0187518,-0.932168,-0.719759,0.975446,-0.510348,-0.939591,1.27535,0.309014,-1.39001
-310.07,0.970541,0.11757,5,63,0,315.593,0.216082,0.0904789,-0.569378,-0.0925869,0.581932,1.30359,1.07611,0.871168,0.0368073,-0.226556,0.0792943,0.0588384,0.0846016,1.46325,0.27952,-0.674075,1.34576,-0.186073,-2.31245
-314.529,0.994402,0.11757,6,63,0,322.159,0.209137,-0.0223706,-0.205878,-0.198636,0.242351,1.07672,1.10583,1.21824,-1.29221,-0.907387,-1.36528,-0.948661,-0.684298,0.686569,-0.560408,-1.75431,0.146799,-0.74795,0.623008
-317.309,0.938844,0.11757,5,63,0,331.981,0.217744,-0.0850451,-0.360503,-0.0547314,0.190667,1.47399,1.72404,0.598231,-0.736781,-1.35798,-0.258963,-0.692083,-0.476503,1.43451,-0.48968,-2.04465,0.388558,-0.710064,-0.475821
-316.564,0.930577,0.11757,5,63,0,326.156,0.278842,-0.0923501,-0.37602,-0.070456,0.220907,1.45398,1.76898,0.599186,-0.431642,-0.953383,-0.551757,-0.746898,-0.373404,0.89116,-0.51734,-2.14493,0.251953,-0.888492,-0.352214
-316.299,0.896159,0.11757,5,31,0,331.585,0.0969733,0.225767,-0.58816,-0.25978,0.378566,0.657744,0.740451,1.17655,-0.0808409,-0.813692,-0.237144,-0.566972,-0.219377,1.14645,0.165518,-2.34604,-0.388191,-1.20888,0.253894
-311.296,0.807448,0.11757,5,63,0,325.32,0.0449313,0.0437868,-0.54631,-0.180963,0.2451,0.744661,0.932153,0.809347,-0.389975,0.0999344,-0.0571351,-0.846351,-0.850033,0.957507,-0.584935,-1.24782,1.05759,-0.212284,-0.471361
-316.398,0.958652,0.11757,5,63,0,321.312,0.282128,0.130797,-0.504918,-0.0293622,0.557804,1.86858,0.944868,0.867469,0.61983,0.658299,0.33963,-0.88522,-0.666277,0.9524,0.0974623,-1.81927,0.556588,-1.83932,-1.62851
-309.688,0.976491,0.11757,5,63,0,325.82,0.0939018,-0.0447715,-0.342535,-0.161593,0.398438,0.921588,1.1529,0.819864,-0.582107,-0.680319,-0.69219,-1.02494,-0.956431,0.422141,-1.06605,-1.61266,0.739698,-0.569012,0.0728098
-311.31,0.952483,0.11757,5,47,0,322.066,0.216831,0.184901,-0.630525,-0.192638,0.386532,1.58887,0.887047,0.835299,-0.790592,-1.07785,-0.62393,-0.550203,-0.57478,1.17913,0.474716,-1.04539,1.27842,0.52685,-1.14173
-309.071,0.978958,0.11757,5,31,0,316.984,0.116474,0.0460223,-0.297377,-0.0844047,0.390999,1.1444,1.24591,0.916085,-0.601262,-0.580855,-0.399995,-0.687628,-0.678964,1.08155,-0.133756,-1.2295,0.783274,0.417769,-0.980701
-308.403,0.997876,0.11757,5,63,0,313.231,0.302775,-0.0890885,-0.343295,-0.137333,0.306299,1.30011,1.02409,0.959787,-0.580813,-0.527505,-0.459676,-1.3025,-0.934426,0.469532,-0.638889,-1.00589,1.03431,-0.590049,-0.715475
-311.338,0.982961,0.11757,5,31,0,318.62,0.341202,-0.0731153,-0.228573,-0.223323,0.67131,1.43668,0.997864,0.835612,-0.285753,-0.539241,-0.270185,-1.25002,-1.10727,0.580309,-1.29223,-1.27221,1.07658,-0.289749,-0.70651
-315.648,0.768736,0.11757,5,31,0,325.724,0.143033,-0.189183,-0.446118,-0.0583003,0.607887,1.82334,1.35975,0.706005,-0.577269,0.0267334,-0.511956,-0.723656,-0.813507,1.28231,0.105788,-1.54807,1.16779,-0.958621,-1.48801
-318.863,0.95198,0.11757,5,31,0,328.068,0.0955381,-0.136681,-0.415474,-0.00962578,0.641965,2.04269,1.23356,0.493709,-0.499346,-0.623053,-0.926084,-1.15258,-1.06134,1.23353,-0.143329,-1.55949,1.09403,-0.394129,-1.2391
-311.91,0.885983,0.11757,5,63,0,332.05,0.0452185,0.204422,-0.465492,-0.133661,0.578716,1.02732,0.725566,0.963748,-0.686679,-0.66292,-0.434623,-0.105143,0.1003,1.50524,-0.0558627,0.0738317,2.21834,0.911948,-2.40145
-312.567,0.862218,0.11757,5,31,0,321.433,0.137002,0.321039,-0.445905,-0.0112882,0.563424,1.19392,0.872181,1.00603,-0.658023,-0.500329,-0.734785,-0.335477,-0.0212158,1.56251,0.120285,-0.162599,1.91407,0.550759,-2.2103
-309.242,0.930048,0.11757,5,63,0,322.973,0.0836216,-0.0213058,-0.414758,-0.216452,0.499308,1.25118,1.14825,0.443941,0.502079,0.484294,0.738653,-0.850512,-0.66609,0.741827,-0.89039,-1.12267,0.997609,-0.0427492,-1.59084
-308.275,0.799382,0.11757,5,63,0,317.768,0.361791,0.0875777,-0.342124,-0.0225083,0.42754,1.44301,1.06295,0.996217,-0.461749,-0.827543,-0.556656,-0.402884,-0.126187,1.36674,0.290977,-1.80439,0.760094,-0.833105,-0.985571
-309.051,0.93141,0.11757,5,63,0,315.984,0.196239,0.197381,-0.349007,-0.138953,0.202551,1.64371,0.850931,0.89533,-0.49647,-0.65234,-0.648442,-0.765942,-0.535864,0.869852,-0.562096,-1.30036,1.43583,0.215905,-1.23586
-310.348,0.765017,0.11757,5,31,0,317.615,0.251814,0.0783276,-0.341157,-0.101363,0.468947,0.947791,1.24306,0.696659,-1.36556,-1.29457,-1.14942,-0.650793,-0.399371,1.22376,-0.100542,-1.07987,1.50369,0.0779252,-0.602724
-309.627,0.886339,0.11757,5,63,0,318.16,0.171704,0.0430974,-0.495721,-0.0784999,0.365417,1.75372,1.02445,1.05244,0.0905681,0.00520036,0.334239,-1.61962,-1.57474,-0.00800369,-1.21359,-1.35288,0.87585,-0.848767,-1.07674
-309.349,0.776952,0.11757,5,63,0,321.12,0.272196,0.0860915,-0.380775,-0.084831,0.316129,0.881078,1.14531,0.86483,-0.460011,-0.237812,-0.167703,-0.0759829,-0.081382,1.87263,-0.103644,-2.01044,0.57033,-0.994338,-0.972382
-310.01,0.997943,0.11757,5,63,0,319.894,0.198016,-0.04977,-0.148289,-0.147435,0.356167,1.29485,1.15766,1.12941,-1.05136,-1.11914,-0.869736,-1.02201,-0.646108,0.703162,-0.0889939,-1.4668,0.859935,-0.0974119,-0.147234
-314.004,0.971985,0.11757,5,31,0,320.359,0.196843,-0.0186975,-0.135361,-0.037304,0.36469,1.23436,1.38936,0.974781,-0.885346,-1.34779,-1.40344,-1.24187,-0.85942,0.553187,-0.476688,-1.28478,0.944203,-0.475448,0.0382796
-309.44,0.95807,0.11757,5,31,0,319.379,0.385737,0.110003,-0.424787,-0.0148055,0.351645,1.43474,0.912023,0.95735,-0.360333,-0.730955,-0.881841,-0.926431,-0.770762,0.673382,-0.977256,-1.64174,0.843824,-0.392545,-0.407384
-314.359,0.863706,0.11757,5,31,0,324.981,-0.0648365,0.0765197,-0.398401,-0.18967,0.281511,1.38343,1.61658,0.96796,0.0831647,-0.119399,0.241156,-0.551268,0.311374,1.74928,0.300189,-2.8877,-0.541948,-1.19437,-0.881661
-313.887,0.832021,0.11757,5,31,0,324.349,0.200936,0.0241764,-0.588707,-0.0664746,0.304886,0.869398,0.65893,1.22027,0.301391,0.458063,0.177613,0.162832,-0.113089,1.6582,0.452605,-2.04375,0.192983,-1.5738,-1.32263
-312.889,0.970311,0.11757,5,31,0,322.955,0.230267,-0.120128,-0.582671,-0.138357,0.271261,0.836119,1.06662,0.938612,0.0858219,-0.0296505,0.506795,-0.287016,-0.0804383,1.86584,0.802988,-2.15121,0.506236,-1.10781,-1.25758
-314.744,0.815619,0.11757,6,63,0,325.378,0.291616,0.0364591,-0.531287,-0.0410467,0.158231,1.36982,1.02996,1.11565,0.0565487,-0.253246,-0.00538317,0.583613,-0.0776756,1.70204,0.339081,-2.24221,0.108437,-1.18945,-1.22747
-312.271,0.99981,0.11757,6,63,0,322.788,0.121793,-0.0654435,-0.473652,-0.315399,0.608921,1.72948,1.03428,0.781099,-0.833518,-0.922164,-0.574059,-1.77824,-1.01116,0.422573,-1.01997,-0.852088,1.47557,-0.112086,-0.591873
-317.127,0.904362,0.11757,6,63,0,327.372,-0.123278,0.227166,-0.351657,-0.267879,0.421987,1.4435,1.55198,0.843051,-1.21885,-0.99587,-0.90702,-0.0758445,-0.810304,1.08353,-0.238402,-1.77687,0.940264,-0.760168,-0.0977039
-313.069,0.856035,0.11757,5,63,0,323.846,-0.0485545,0.19269,-0.39023,-0.270652,0.372868,1.71902,1.22397,0.637899,-1.07586,-1.3256,-0.868654,-0.966864,-0.0969712,1.33443,-0.401919,-2.52187,0.0429405,-0.682436,0.102867
-310.935,0.998788,0.11757,5,31,0,320.572,0.10595,0.249049,-0.216697,-0.360808,0.4033,1.53194,0.992282,0.815187,-0.613446,-0.460471,-0.517043,-0.272138,-0.506768,1.18838,0.0511792,-1.61299,0.567542,-0.794765,-0.825249
-309.12,0.997131,0.11757,5,31,0,317.419,0.131881,0.145048,-0.520181,-0.0852074,0.489941,1.3317,0.681772,0.403278,-0.337567,-0.413163,0.000176553,-0.20409,0.410532,1.83865,0.171979,-1.6373,0.773042,-0.333356,-1.48898
-309.569,0.939577,0.11757,5,31,0,319.005,0.23781,0.0295102,-0.503928,0.00144654,0.403683,1.37435,1.16566,1.46538,-0.493099,-0.351482,-0.371126,-0.344914,-0.121304,1.35125,0.155234,-2.37677,-0.0178368,-1.61447,-0.580646
-318.291,0.854937,0.11757,5,31,0,325.823,0.126954,-0.229832,-0.396266,0.108073,0.530637,0.871844,1.06805,0.916566,-0.0840579,-0.356881,-0.383569,0.0581512,0.266001,1.65636,0.773263,-2.22334,0.216592,-1.14914,-0.772558
-312.876,0.927802,0.11757,4,15,0,327.136,0.19274,-0.115223,-0.45879,-0.155481,0.511266,1.15176,0.921896,0.854816,-0.846272,-0.40437,-0.372818,0.122878,-0.159623,1.9298,-0.360359,-1.89546,0.378239,-1.14419,-0.610793
-316.542,0.841238,0.11757,5,31,0,324.813,0.244025,0.00565433,-0.269656,-0.303722,0.572512,1.87344,1.07631,0.393862,-0.653425,-0.612993,-0.396948,-0.0664786,0.399899,1.91236,1.09278,-1.64154,0.417212,-0.788849,-1.74505
-318.858,0.995447,0.11757,6,63,0,329.562,0.108676,0.137256,-0.677985,-0.0265534,0.152422,1.43611,1.34124,1.2587,0.51946,0.558223,0.938105,-1.65869,-1.83945,-0.173448,-0.222253,-1.39811,1.07851,-0.306693,-1.13919
-320.405,0.990816,0.11757,5,31,0,329.55,0.187664,-0.0923383,-0.309546,-0.169428,0.632718,1.46259,0.941839,0.200471,-0.424825,-0.762654,-0.493917,-1.90311,-2.20302,0.0207267,-0.731397,-0.930708,1.32276,-0.296057,0.121125
-314.634,0.970443,0.11757,5,31,0,327.101,0.128832,0.13409,-0.370958,-0.140863,0.484465,1.14503,0.623634,0.703251,-0.253413,0.120698,-0.294575,-1.66057,-1.0568,0.422403,-1.94558,-1.03158,1.03954,0.244742,-0.581226
-316.256,0.865159,0.11757,5,31,0,324.446,0.209785,0.0708395,-0.629207,-0.0999649,0.279655,1.20248,1.43993,1.01545,-0.199348,-0.284269,-0.106261,-2.00383,-1.63814,0.14423,-0.661023,-2.1735,0.833739,-1.40744,0.02752
-320.303,0.99664,0.11757,5,31,0,328.278,0.151036,0.000935236,-0.418422,-0.215613,0.866645,1.25771,0.307518,0.622936,0.0706432,-0.0393218,0.311513,-0.921468,-1.15621,0.434093,-1.44724,-1.31711,0.980103,0.0611915,-0.806781
-316.573,0.870596,0.11757,5,31,0,329.827,0.171398,-0.00692004,-0.621177,-0.313935,0.535218,1.4065,0.643947,0.5193,0.461358,0.532096,0.481838,-1.80281,-1.32077,0.349033,-0.561229,-1.39105,1.34001,-1.19205,-1.03846
-312.813,0.994537,0.11757,5,31,0,326.131,0.286771,0.274097,-0.308859,-0.0522602,0.378763,1.52499,1.27172,0.98203,-0.406085,-0.495673,-0.495951,-0.690331,-0.924131,0.604744,-1.41324,-1.68279,0.482656,-0.293492,-0.384904
-311.032,0.926554,0.11757,5,31,0,323.454,0.17831,0.195054,-0.377043,-0.0787403,0.36668,1.59836,1.1744,0.564786,-0.529119,-0.861296,-0.654409,-0.761008,-1.22586,0.879459,-1.44662,-1.76833,1.055,-0.148955,-0.505083
-308.414,0.897647,0.11757,5,31,0,320.432,0.321593,0.0235411,-0.473133,0.00239644,0.297411,1.23065,0.70035,0.988871,0.0184005,-0.355727,-0.228602,-1.36096,-1.01758,0.682235,-0.188661,-1.5201,0.766451,-0.394833,-0.806505
-309.36,0.931954,0.11757,5,63,0,316.904,0.190173,0.0753561,-0.471587,-0.065226,0.252304,1.37861,1.13142,0.952289,-0.417342,-0.603816,-0.358414,-1.06528,-1.16364,0.375559,-1.41663,-0.520741,2.03491,0.498577,-1.5711
-309.267,0.996916,0.11757,5,63,0,315.593,0.389553,0.0172699,-0.497479,-0.118897,0.412485,1.56892,1.1015,1.00584,-0.59714,-1.06538,-0.69157,-1.09251,-0.81772,0.696237,-0.0567643,-0.871965,1.59312,0.295482,-1.27681
-313.879,0.872046,0.11757,4,31,0,322.367,0.336522,0.249179,-0.396012,-0.200122,0.358219,1.41207,0.745392,0.93398,-0.680523,-0.92004,-0.800543,-1.47705,-0.598918,0.901954,0.182002,-0.737024,1.44186,-0.163647,-0.959119
-316.676,0.965608,0.11757,5,31,0,333.212,0.00729065,-0.280437,-0.503769,-0.238486,0.326625,1.25957,1.51502,1.06305,-0.324003,-0.627826,0.0712542,-1.37069,-0.92538,0.646586,-1.29961,-1.63191,0.964854,-0.613679,-0.805497
-310.471,0.997107,0.11757,4,15,0,321.589,0.18523,-0.00873071,-0.456991,-0.130266,0.506937,1.21068,0.984198,1.1756,-0.547543,-0.128405,-0.302703,-0.943164,-1.14737,0.515439,0.267644,-1.43344,0.969511,-0.332582,-0.533495
-310.751,0.998724,0.11757,5,31,0,318.935,0.061466,0.203139,-0.50169,-0.00526827,0.22047,1.4968,1.09129,1.21968,-0.173568,-0.466645,0.292935,-0.377689,0.126085,1.57884,-0.438196,-1.86732,0.66895,-0.798761,-1.71316
-313.648,0.863702,0.11757,6,127,0,319.5,0.307339,-0.0207964,-0.440119,-0.16962,0.510323,1.0678,0.894656,0.605792,0.283737,-0.0954294,0.453358,-1.19252,-0.754003,1.02379,0.295578,-2.38802,0.327171,-1.15584,-0.363582
-307.87,0.924133,0.11757,6,63,0,322.838,0.25147,0.0165649,-0.368879,-0.128303,0.448645,1.00974,0.786246,0.626516,-0.352967,-0.375403,-0.429608,-0.305339,-0.475893,1.36103,-0.0259298,-0.821728,1.28403,-0.107288,-1.26048
-308.737,0.532574,0.11757,5,31,0,318.083,0.240434,-0.0404149,-0.440692,-0.374185,0.50324,1.0451,1.06569,0.882622,0.0135121,-0.227607,0.0895966,-0.795666,-0.418541,0.808159,-0.50507,-1.18728,0.729119,-0.399701,-1.06418
-311.692,0.974033,0.11757,5,31,0,317.589,0.0127622,0.132138,-0.327168,-0.0122369,0.337543,1.64594,1.20542,0.872684,-1.29037,-1.5044,-0.982585,-1.61565,-0.791,0.586845,-0.56969,-1.61241,1.00613,-0.192019,-0.00635417
-313.527,0.589779,0.11757,6,63,0,326.036,0.119638,0.225623,-0.501587,-0.108559,0.426748,1.62067,1.09016,0.882757,0.72699,0.405489,0.871374,-0.784204,0.00636251,1.37939,-0.4002,-1.93991,0.648547,-0.327797,-2.52417
-314.887,0.993756,0.11757,5,63,0,324.464,0.40562,-0.132188,-0.278761,0.0168971,0.450494,1.28695,1.51182,0.88561,0.53537,0.685379,0.647876,-0.648225,-0.993354,0.971286,-0.327537,-1.99687,0.641864,-1.12218,-1.26539
-312.878,0.977358,0.11757,6,63,0,324.456,0.0437195,0.131603,-0.463799,-0.317222,0.533202,1.54384,0.685016,0.605495,0.409454,0.358845,0.426669,-0.984083,-1.27574,0.512239,-0.870789,-0.845841,1.12613,-0.15035,-1.40118
-311.046,0.999234,0.11757,6,63,0,320.257,0.280795,-0.000835274,-0.441306,0.00685325,0.343027,1.12984,1.20449,1.05711,-1.52784,-1.79777,-1.68236,-0.764647,-0.376133,0.906096,-0.347537,-1.15469,1.41849,0.496808,-0.126016
-311.877,0.977525,0.11757,5,63,0,321.237,-0.0460691,0.0636773,-0.372814,-0.395499,0.667322,1.49877,1.22159,0.650436,-0.0261534,-0.392356,-0.207878,-0.845339,-0.688817,0.93668,-0.368177,-0.8235,1.30535,0.520705,-1.68336
-311.418,0.730913,0.11757,5,31,0,321.088,-0.0301331,0.0508892,-0.400849,-0.406744,0.664613,1.54568,1.36361,0.617422,-0.146889,-0.313934,-0.0972316,-0.715312,-0.715359,0.957952,-0.397891,-0.924618,1.30513,0.262677,-1.53288
-310.524,0.976771,0.11757,5,31,0,322.015,0.173857,0.170053,-0.256996,-0.111884,0.61246,1.00968,1.08382,0.669763,-0.4661,-0.693199,-0.220216,-1.21582,-0.9829,0.745931,-1.03401,-1.18535,0.97037,-0.457064,-0.462407
-310.546,0.916989,0.11757,5,31,0,320.898,0.108588,-0.0893345,-0.560237,-0.234491,0.36489,0.858183,0.948451,0.889589,-0.36741,-0.00131921,-0.176693,-1.54699,-1.30011,0.552263,-0.593123,-1.22964,1.20861,-0.101158,-0.545156
-310.541,0.960196,0.11757,5,31,0,320.255,0.118365,0.155919,-0.317026,-0.225577,0.307903,1.08597,1.36103,0.988347,-0.0637358,0.415279,-0.0282204,-0.911776,-0.916083,0.757355,-0.841823,-0.603126,1.70134,0.535622,-1.83617
-309.24,0.759911,0.11757,5,31,0,320.018,0.199526,-0.0154065,-0.595777,-0.0697578,0.456913,1.53458,0.790709,0.891345,0.188005,0.212994,0.163249,-0.736635,-0.613955,1.16446,0.410321,-1.72322,0.862517,-0.387437,-1.76003
-308.076,0.998706,0.11757,5,31,0,316.613,0.253422,0.103489,-0.43459,-0.00877327,0.397159,1.06742,0.6859,0.769907,-0.151148,-0.226555,0.0908279,-0.162186,-0.00360206,1.56215,0.394402,-0.881552,1.40294,0.26332,-1.95109
-308.918,0.925677,0.11757,5,31,0,318.597,0.244817,0.109283,-0.451017,-0.0921505,0.307752,1.65779,1.41571,0.820263,-0.294872,-0.743502,-0.136165,-0.697355,-0.6776,1.1508,-0.000587677,-1.61205,1.2546,-0.0609212,-1.43993
-311.845,0.989297,0.11757,5,31,0,319.887,0.215775,0.121476,-0.294145,0.0757904,0.294393,1.70702,1.0571,1.09835,-0.82603,-1.12116,-0.807281,-0.527227,-0.456156,1.16259,-0.685719,-0.442269,1.81114,0.391741,-1.85929
-316.18,0.670434,0.11757,5,31,0,326.453,0.162132,0.0381612,-0.661475,-0.0811236,0.427383,1.28879,0.66341,0.897427,-0.971408,-1.58051,-0.869309,-1.20836,-1.38718,0.259452,-0.392927,-0.789863,1.97369,0.210839,-0.601168
-315.404,0.993961,0.11757,6,63,0,326.579,0.137024,0.0776139,-0.318779,-0.19314,0.33194,1.79076,1.66792,0.543371,0.399735,0.462029,0.0204659,-0.985218,-0.627546,0.940833,-0.248752,-2.73605,-0.136352,-1.15081,-0.755524
-312.49,0.999276,0.11757,5,31,0,323.615,0.110783,0.157494,-0.318929,-0.195624,0.371374,1.64565,1.6466,0.712951,0.368029,0.387469,0.260655,-0.749208,-0.440055,0.797596,-0.221338,-2.59058,-0.0614113,-1.3595,-0.964395
-311.262,0.939111,0.11757,6,63,0,323.246,0.172795,0.0171592,-0.624549,0.00674337,0.404419,1.17363,0.77176,1.14675,-0.503761,-0.12559,-0.351165,-0.824789,-0.750537,0.976756,0.00795439,-0.402739,1.55284,0.445066,-1.74012
-316.456,0.947211,0.11757,5,63,0,322.486,0.151732,0.233807,-0.261718,-0.345761,0.494409,1.53075,1.29441,0.676962,-0.874586,-1.07532,-1.02944,-0.909062,-0.868171,1.04132,-0.47356,-2.28461,-0.409853,-1.66846,0.801729
-311.286,0.983287,0.11757,5,63,0,320.895,0.146357,-0.0814026,-0.591234,0.0413312,0.31999,1.12241,0.80404,1.03719,-1.28579,-0.999736,-0.880475,-0.663612,-0.724671,0.886654,-0.579548,-0.621509,1.56945,0.461305,-0.850564
-312.244,0.99765,0.11757,5,63,0,319.426,0.152387,0.287392,-0.595976,-0.204721,0.641515,1.69343,0.998366,0.809424,0.165823,0.223517,0.366829,-0.815459,-0.260317,1.11812,-0.153557,-1.29713,1.30743,-0.328251,-2.1284
-311.024,0.912331,0.11757,5,63,0,320.938,0.0189332,-0.0234756,-0.502639,-0.257899,0.435712,1.42028,1.46089,0.754213,-0.897149,-1.19065,-0.499119,-0.208129,-0.507528,1.08053,-0.344256,-1.729,1.0791,-0.743343,-0.808751
-314.467,0.903251,0.11757,5,31,0,328.846,0.119154,0.125891,-0.519065,0.0876243,0.369958,1.12637,0.606634,0.777653,-0.513352,0.0456402,-0.262021,-1.15444,-1.20292,0.414892,-1.44231,-2.31736,0.546718,-0.611154,0.301686
