# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = simple_regression_model
# start_datetime = 2021-11-19 20:54:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/s8i_3cwj.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/simple_regression-202111192254-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,alpha
-312.116,0.910789,0.128004,5,31,0,322.967,0.0779993,0.188774,-0.312539,-0.0766682,0.250448,1.46514,0.857057,1.01274,-0.284586,-0.457589,-0.249324,-1.01356,-1.58423,0.0905299,-0.737948,-1.73199,0.722297,-0.557572,-0.078078
-310.829,0.984454,0.128004,5,31,0,318.429,0.266999,-0.0993117,-0.479768,-0.109206,0.523318,1.35409,1.37384,0.878005,-0.535273,-0.580398,-0.429257,-0.654187,-1.60245,0.510901,-0.93043,-1.29523,1.17755,-0.267988,-0.531041
-314.471,0.983358,0.128004,5,63,0,320.993,0.303519,-0.126577,-0.356187,-0.202671,0.431194,1.00359,1.39819,0.715134,-0.269425,-0.307785,-0.0348031,-1.53305,-0.171774,1.0128,-0.319759,-0.883939,1.4224,-0.0324388,-1.48647
-308.046,0.996035,0.128004,4,15,0,318.895,0.211973,0.037779,-0.455086,-0.164895,0.496846,1.37949,0.942481,0.771852,-0.449572,-0.417246,-0.334924,-0.611577,-1.26516,0.767014,-0.836573,-0.910505,1.32812,-0.548023,-0.974989
-310.591,0.977074,0.128004,5,31,0,320.081,0.0488928,-0.048187,-0.405083,-0.36562,0.562927,1.43659,1.22475,0.77839,-0.385029,-0.650461,-0.0191198,-0.960254,-0.642437,0.863277,0.343849,-0.878317,1.56112,-0.484227,-1.55512
-310.153,0.977576,0.128004,5,63,0,321.772,0.205624,-0.248705,-0.321457,-0.125667,0.632378,1.16462,1.21287,0.823799,-0.454161,-0.322071,-0.401797,-0.939258,-1.11812,0.707957,-0.788348,-1.31488,0.859383,-0.551459,-0.506029
-309.042,0.720637,0.128004,5,31,0,319.096,-0.00460921,0.347314,-0.483097,-0.117333,0.283898,1.43266,0.927922,0.904854,-0.231645,-0.514782,-0.0135728,-1.29149,-1.24221,0.278803,-1.32517,-1.51209,0.912267,-0.275741,-0.442268
-309.208,0.977826,0.128004,5,31,0,315.267,0.260278,0.0362363,-0.610994,-0.0918662,0.621823,1.40423,1.01681,0.633847,-0.116409,-0.229281,-0.357497,-1.67767,-1.48687,0.175462,-1.29614,-1.34402,1.13816,-0.392766,-0.396593
-314.832,0.69442,0.128004,5,63,0,321.359,0.126587,0.180992,-0.288559,-0.224137,0.260806,1.26017,1.16106,1.15309,-0.944948,-0.942361,-0.193492,0.000598836,0.334378,2.05459,0.851023,-1.785,0.127794,-0.5404,-1.1098
-315.021,0.989755,0.128004,5,63,0,327.225,0.0632624,0.150974,-0.546906,-0.0904112,0.374096,1.91067,0.771006,0.690284,-1.5311,-0.715163,-0.821809,-0.251169,-0.216257,1.26552,-0.52163,-0.983586,1.62235,0.192287,-1.3576
-311.001,0.983308,0.128004,4,15,0,322.317,0.0802038,0.0718707,-0.397376,-0.245289,0.45406,1.23781,1.09305,0.902787,-1.13362,-1.0766,-0.629121,-0.91273,-0.688252,1.49023,-0.089976,-1.23256,1.46408,0.232528,-0.90922
-312.546,0.995847,0.128004,4,15,0,319.298,-0.038717,0.131118,-0.47491,-0.184977,0.41228,1.17559,1.07961,0.758041,-0.520698,-0.641657,-0.463035,0.0462911,-0.413251,0.867238,-0.476308,-0.924543,1.35693,-0.315613,-1.19029
-312.046,0.998358,0.128004,5,31,0,319.781,0.339269,-0.0498511,-0.362487,-0.179083,0.596029,1.39305,1.0118,0.492585,-0.642066,-0.769345,-0.81332,-0.852859,-0.251242,0.950529,0.189447,-0.763476,1.48592,0.369402,-1.23207
-308.077,1,0.128004,5,31,0,314.201,0.0814767,0.124146,-0.51668,-0.0319753,0.248606,1.25977,1.15332,1.1208,-0.510972,-0.569975,-0.386989,-0.815805,-0.480558,0.699642,-0.831458,-0.752469,1.58179,0.324058,-1.42519
-311.774,0.869253,0.128004,5,31,0,317.021,0.148194,0.00458898,-0.363998,-0.251236,0.572356,1.36596,0.701246,0.683595,0.10241,-0.578227,-0.315464,-0.595267,-0.573549,1.37262,-0.285395,-1.17017,1.053,-0.603656,-1.52369
-315.806,0.942364,0.128004,5,31,0,326.165,0.337829,0.307526,-0.317223,-0.377196,0.482593,1.4491,1.14891,0.697898,-0.185762,-0.0469813,0.235914,-0.337863,0.0381822,1.30851,-0.27227,-1.4639,0.781423,-0.638556,-1.48037
-314.552,0.974943,0.128004,4,31,0,334.3,0.0609134,0.0532726,-0.249323,0.00705096,0.330852,1.20662,1.46495,0.888498,-0.750885,-0.804899,-0.738484,0.362073,-0.306191,1.81002,0.00800433,-1.66773,1.17384,-0.505104,-1.33568
-314.313,0.870098,0.128004,5,31,0,323.122,0.150052,0.109824,-0.601398,-0.261123,0.501258,1.35687,0.541464,0.795852,-0.117494,-0.40728,0.123896,-0.216608,-0.969701,0.993402,0.0705455,-0.888212,1.52351,-0.649117,-1.77896
-310.891,0.986163,0.128004,5,63,0,324.186,0.162964,0.114746,-0.240272,-0.0320422,0.272362,1.2231,1.4686,0.964975,0.0858226,0.279843,0.191628,-1.51196,-1.53564,0.154366,-1.54078,-0.997527,1.66036,0.000714246,-1.21771
-309.504,0.688149,0.128004,5,31,0,319.096,0.239558,-0.00905362,-0.495461,-0.234343,0.470972,1.72423,0.815515,0.648199,-0.117915,0.102933,0.0571897,-1.51443,-1.57276,0.222365,-0.689794,-1.45802,0.887854,-0.688593,-0.576256
-308.022,0.929538,0.128004,5,31,0,315.121,0.157732,-0.0969522,-0.39569,-0.179935,0.486705,1.34613,1.149,0.81299,0.618429,0.18055,0.834012,-1.36043,-1.39078,0.220728,-0.934555,-1.63816,0.723349,-0.489609,-1.07698
-312.649,0.997927,0.128004,5,31,0,317.609,0.0730657,0.258181,-0.365224,-0.265798,0.363114,1.14435,0.819911,0.597061,1.22548,1.06999,1.30376,-1.68962,-1.35934,0.153533,-1.30403,-0.903039,1.45583,-0.04396,-1.97816
-310.784,0.954434,0.128004,5,31,0,320.764,0.126702,-0.01576,-0.498252,-0.0261079,0.333968,1.34375,1.34726,1.16478,0.877642,0.746726,0.888877,-1.89224,-1.50505,0.120285,-1.25701,-1.73757,0.380694,-0.696039,-0.997915
-310.302,0.987912,0.128004,5,31,0,315.331,0.162111,0.171841,-0.361475,-0.260117,0.314745,1.36917,1.03727,0.616145,0.979044,0.642618,1.11512,-1.09246,-1.17529,0.451602,-0.953323,-1.47163,0.570534,-0.613236,-1.42274
-310.753,0.840663,0.128004,5,31,0,321.43,0.0669958,0.152842,-0.467798,0.0709202,0.34285,1.12464,0.800881,0.982852,-0.323441,-0.418662,-0.300429,-0.822781,-0.223739,1.04773,0.182271,-1.48819,0.451618,-0.331005,-0.821885
-314.378,0.959953,0.128004,5,31,0,323.13,0.00716905,-0.0984668,-0.631049,-0.221737,0.436985,1.42432,1.30331,0.908123,0.490442,-0.0104859,0.310719,-0.322872,-0.633029,1.12456,-0.417401,-1.04482,1.10735,-0.260473,-2.16232
-313.474,0.919326,0.128004,6,63,0,327.746,0.219924,0.133074,-0.32047,-0.104287,0.322232,1.37452,0.828389,0.931976,-0.257028,-0.765467,-0.715549,-0.149687,0.579521,1.86229,0.550491,-1.67954,0.295525,-0.29263,-1.52751
-321.677,0.992741,0.128004,5,31,0,326.443,-0.0869123,0.0838153,-0.685288,-0.327132,0.469466,1.13936,0.80669,0.493005,-0.633217,-1.04046,-0.816808,1.09018,1.03943,2.62891,1.29719,-1.41107,0.685319,-0.723276,-1.83975
-319.267,0.912725,0.128004,5,31,0,331.661,0.265433,0.151712,-0.259577,-0.0416767,0.409088,1.46696,1.22092,1.01342,-0.825797,-0.339428,-0.11926,0.524058,0.930624,2.22281,0.0458084,-1.25099,1.34216,-0.409412,-2.65103
-316.201,0.99832,0.128004,5,31,0,328.836,0.234047,0.0765048,-0.202956,0.0878966,0.396908,1.43105,0.872603,0.807856,-0.139408,-0.683285,-0.472386,0.221128,0.38376,1.9866,-0.0767039,-1.15806,1.19138,0.119053,-2.43244
-320.349,0.98523,0.128004,5,31,0,327.048,0.452021,-0.095401,-0.505564,-0.0661293,0.0537242,1.73715,1.08606,1.34982,-0.42115,-0.676194,-0.70171,-0.126418,0.0540805,1.5814,1.04206,-1.12122,1.42932,0.323732,-2.31728
-315.556,0.990094,0.128004,5,31,0,328.549,-0.0430528,0.306679,-0.577859,-0.100113,0.701592,0.89772,0.884914,0.559788,-0.471521,-0.0785939,-0.298506,-1.18795,-0.266574,1.17983,-0.934895,-1.49196,0.798699,-0.534543,-0.452192
-315.49,0.626916,0.128004,5,31,0,323.005,0.246134,-0.0894551,-0.375915,-0.266569,0.136415,1.6778,1.22563,1.21938,-0.347251,-0.436524,-0.308744,-1.27325,-0.576736,0.904734,-0.788773,-1.29702,1.09146,-0.210773,-1.20398
-320.819,0.952167,0.128004,5,31,0,329.033,0.043648,0.261574,-0.56962,-0.212811,0.76183,1.06931,1.02507,0.447405,-1.35529,-0.795029,-1.13516,-1.26412,-0.372881,1.56613,-0.30331,-1.60923,1.11537,-1.00254,-0.161005
-312.376,0.997429,0.128004,5,31,0,325.804,0.061175,0.109316,-0.490462,-0.271496,0.464253,1.63325,0.974834,1.06696,-0.900307,-0.897437,-0.244359,0.350359,-0.135525,1.48929,-0.0282465,-2.02216,0.730929,-0.583737,-0.912737
-312.262,0.993602,0.128004,5,31,0,321.405,0.124888,0.171362,-0.651478,-0.0621166,0.446597,1.20495,1.41568,0.743129,0.359578,0.172225,0.265206,-0.839764,-0.2118,1.62927,0.064364,-1.71418,0.705379,-1.32454,-1.58208
-313.604,0.723445,0.128004,5,31,0,323.393,0.276835,0.126111,-0.341599,-0.117606,0.20039,1.22861,0.709689,0.793325,-0.772052,-0.811917,-0.898618,0.25876,0.0644523,1.89349,0.229352,-2.23359,0.119437,-0.0946565,-0.314
-310.858,0.998312,0.128004,5,63,0,321.686,0.410075,0.121085,-0.332719,0.00944684,0.370355,1.27355,0.769917,0.742504,-0.97527,-1.09143,-0.942814,-0.844712,-0.223296,1.26105,0.395841,-1.04087,1.37486,-0.331486,-0.926591
-315.705,0.956932,0.128004,5,31,0,322.775,0.375889,0.198232,-0.690319,-0.114972,0.286379,0.948709,1.27966,0.514952,-0.659776,-0.899168,-0.59824,-0.53451,-0.79529,1.19182,-0.652491,-1.06329,1.9102,0.860177,-1.10874
-314.223,0.94667,0.128004,5,31,0,321.493,-0.0322769,0.0708894,-0.373791,0.00957494,0.425323,1.59273,0.804187,1.42161,-1.09623,-0.751987,-0.718048,-1.18841,-1.04745,0.759636,-0.549834,-0.367084,1.83996,0.216464,-1.28997
-315.448,0.85464,0.128004,4,15,0,326.701,0.0794262,0.00392054,-0.515179,-0.0406594,0.428875,1.46602,0.744736,1.29124,-0.891899,-0.82206,-0.849273,-0.889478,-0.469553,0.309043,-0.578128,-0.451814,1.87706,0.518301,-1.09176
-311.332,0.997276,0.128004,5,31,0,325.018,0.46377,0.0690395,-0.484534,0.018138,0.481476,1.29767,1.29653,1.0809,-0.159833,-0.253587,-0.368141,-1.04297,-1.13344,0.927004,-0.490839,-1.51762,0.910952,-0.756346,-1.12801
-313.871,0.964575,0.128004,5,31,0,323.231,0.00760295,0.138381,-0.650864,-0.041447,0.299911,1.46863,0.71996,1.05921,-1.17858,-1.16219,-0.76284,-0.726298,-0.354014,1.5922,-0.141601,-2.75009,-0.186817,-0.772708,0.424107
-314.282,0.919196,0.128004,5,31,0,321.187,0.269525,0.0483252,-0.463449,-0.241176,0.389907,0.959326,0.790023,1.01421,-0.771188,-0.821792,-0.288527,-0.408083,-0.449421,0.835915,0.0952998,-2.38157,-0.269715,-2.0641,0.590125
-314.248,0.993105,0.128004,5,63,0,325.493,0.0011952,0.151974,-0.425142,-0.123891,0.426033,1.57812,1.39658,0.809243,0.315873,0.361577,0.0200459,-1.48044,-1.57287,0.178118,-1.14457,-0.472998,2.28553,0.214285,-2.01796
-316.213,0.897554,0.128004,5,31,0,324.08,0.20506,0.259565,-0.278829,-0.107406,0.498245,1.20845,1.3034,0.755223,0.209974,0.23376,0.897218,-1.38592,-1.07307,0.678923,-1.09792,-1.10319,1.18723,0.605575,-1.36949
-307.549,0.900176,0.128004,5,31,0,322.968,0.15221,0.0262989,-0.549062,-0.0864438,0.462064,1.393,0.991768,1.07302,-0.710512,-0.412878,-0.402936,-0.748647,-0.555655,0.948724,-0.225238,-1.2231,1.12529,0.421762,-1.20754
-317.191,0.901535,0.128004,4,31,0,323.107,0.248172,-0.215269,-0.338269,-0.201799,0.669861,1.28962,1.5386,0.865665,0.0986717,-0.496863,-0.0330843,-0.752449,-0.739363,0.844323,-1.03635,-1.17517,1.1491,-1.47308,-1.31598
-312.173,0.957393,0.128004,5,31,0,323.773,0.225618,-0.0135169,-0.366954,-0.00541955,0.712143,1.7201,1.26149,0.9027,-0.61583,0.0108113,-0.277654,-0.610188,-0.467823,1.30935,-0.503638,-1.28231,1.03594,-0.521918,-1.6406
-311.932,0.990882,0.128004,5,31,0,322.321,0.314033,0.057376,-0.475974,-0.101571,0.167954,1.32783,1.20419,0.967551,-1.08949,-1.09923,-1.20534,-0.535602,-0.929483,0.896523,-0.202837,-2.50909,0.302455,-0.997777,0.62996
-311.193,0.881354,0.128004,5,63,0,319.031,0.222058,0.0990729,-0.432886,-0.0185207,0.122048,1.32086,1.17375,1.08268,-0.828607,-0.825606,-0.149416,-0.695986,-0.300947,1.32813,-0.266288,-2.19805,0.205051,-0.469545,-0.222924
-309.543,0.997014,0.128004,5,31,0,318.064,0.09943,0.139038,-0.611322,-0.0813086,0.437451,1.65545,1.20596,1.02078,-0.259677,-0.117156,-0.152424,-0.7242,-0.803229,0.877942,0.151386,-2.31721,0.270635,-1.54084,-0.574822
-308.984,0.914646,0.128004,5,63,0,313.716,0.172601,0.196299,-0.596077,-0.0305249,0.428696,1.73067,1.35015,1.00421,-0.350376,-0.663565,-0.134415,-0.998778,-1.01999,0.898998,-0.558439,-2.1485,0.32853,-1.384,-0.416957
-309.547,0.986579,0.128004,5,31,0,317.208,-0.00987287,0.252325,-0.560186,-0.000464359,0.326429,1.40624,1.17958,0.608766,-0.500878,-0.254286,-0.133751,-0.736502,-0.598494,0.9592,-0.92079,-2.17664,0.402768,-0.62788,-0.384755
-309.302,0.99951,0.128004,5,31,0,315.198,0.288768,-0.105138,-0.358954,-0.311656,0.528264,1.24272,0.909684,1.05773,0.137659,0.145052,0.117194,-1.29297,-1.27046,0.437558,-0.970302,-0.991951,1.30492,-0.322957,-1.23652
-310.67,0.607334,0.128004,5,31,0,320.767,0.169814,0.0273369,-0.502985,-0.0200554,0.301449,1.32434,1.04134,0.770077,0.058633,0.313804,0.0508998,-0.954469,-1.00723,1.19291,-0.455696,-1.59157,1.09461,-0.0717614,-1.17378
-309.613,0.450339,0.128004,4,31,0,324.335,0.0867595,0.133607,-0.298306,-0.026529,0.411764,1.3571,1.0664,0.674564,0.00860782,-0.0923448,0.182335,-0.565196,-0.255686,0.901516,-0.478054,-1.42489,0.967864,0.151835,-1.35932
-314.817,0.949612,0.128004,4,31,0,320.592,-0.0316446,0.21793,-0.337702,-0.275074,0.371033,1.7697,0.684128,0.568679,0.534052,0.624832,0.504375,-1.11189,-0.872645,1.212,-0.89993,-1.75327,0.826082,-0.621087,-1.7026
-310.223,0.915406,0.128004,5,31,0,322.926,0.175485,0.244421,-0.421385,-0.39233,0.287067,1.31014,0.914996,0.583605,0.187075,-0.111988,0.414135,-0.911715,-0.710765,0.939891,-0.0218445,-2.07716,0.259009,-0.463755,-0.738452
-315.863,0.778129,0.128004,5,31,0,325.024,-0.106303,0.129387,-0.143615,-0.028858,0.41828,1.01699,1.42041,0.971476,0.0528236,0.145646,-0.137159,-0.654845,-0.376763,1.09614,-0.47752,-1.70817,0.644068,-0.54112,-1.26123
-312.514,0.573185,0.128004,5,47,0,326.597,0.100168,0.0209005,-0.136773,-0.141371,0.461832,1.372,1.18527,0.857839,0.0445141,0.427811,0.374041,-0.901928,-0.695479,1.08065,-0.196367,-2.1664,0.184811,-0.372368,-1.07966
-312.67,0.920513,0.128004,5,31,0,318.71,0.0929261,0.0140852,-0.125684,-0.152335,0.46912,1.36054,1.21227,0.828388,0.047976,0.513836,0.380106,-0.93579,-0.703117,1.0759,-0.257743,-2.11884,0.159465,-0.358311,-0.828537
-308.885,0.995403,0.128004,4,31,0,324.918,0.181117,0.0271879,-0.591615,-0.113404,0.497671,1.23069,1.32099,1.14169,0.640311,0.111116,0.540435,-0.737929,-0.717417,0.649509,-0.531826,-1.67582,0.633043,-0.749363,-1.50672
-309.085,0.794341,0.128004,5,63,0,316.03,0.1588,0.218902,-0.584192,-0.117953,0.414038,1.33784,0.596511,1.12908,-0.293796,-0.464247,-0.38663,-1.15791,-1.0311,0.707204,-0.599823,-1.41496,0.905651,-0.698874,-0.442284
-309.639,0.943445,0.128004,5,31,0,318.217,0.237713,-0.00601981,-0.288776,-0.250165,0.415399,1.389,1.35276,0.708083,-0.505218,-0.626554,-0.507066,-0.844132,-0.613252,0.806259,-1.248,-1.50014,1.03778,-0.803667,-0.560195
-308.911,0.964055,0.128004,5,63,0,322.252,0.214693,-0.00401432,-0.315823,-0.246877,0.404793,1.37272,1.21704,0.733842,-0.497662,-0.736375,-0.517765,-0.97034,-0.657516,0.86725,-0.956646,-1.95852,0.7834,-0.801662,-0.505323
-312.092,0.977556,0.128004,5,63,0,315.332,0.169354,0.0734309,-0.5889,0.0336805,0.375482,1.20352,0.963151,1.24231,-0.291135,0.0167993,0.0605017,-1.59372,-1.00029,0.768781,-0.109784,-1.03075,0.998338,-0.449061,-1.23799
-313.063,0.768638,0.128004,5,31,0,324.222,0.275635,0.0483501,-0.659323,0.107244,0.339678,1.53918,1.25747,1.44859,-0.227381,-0.44129,-0.235513,-0.658391,-0.671579,0.879179,-0.392529,-1.97984,0.905082,-0.987553,-1.30884
-310.878,0.973003,0.128004,5,31,0,320.33,0.257986,-0.0480187,-0.707348,-0.0825903,0.473766,1.49941,1.02906,1.0725,0.294142,0.264472,0.809415,-0.745829,-1.05805,0.876582,-0.143983,-1.6065,0.673523,-0.56994,-1.57324
-314.138,0.956456,0.128004,5,31,0,321.459,-0.000213911,0.0242662,-0.234955,-0.152192,0.514408,0.863697,0.990694,1.13021,0.575963,0.667433,0.445825,-1.09755,-0.693298,0.915114,-0.921092,-1.80415,0.137301,-1.28209,-0.892431
-309.685,0.941432,0.128004,4,15,0,319.752,0.152909,0.0706127,-0.320404,-0.16691,0.438,1.10147,0.940849,1.27574,0.49802,0.411331,0.69407,-1.1813,-0.665041,0.62519,-0.146091,-2.12882,0.0678472,-1.08139,-0.877357
-318.254,0.649324,0.128004,5,31,0,331.592,0.173772,0.0412836,-0.573157,-0.112192,0.380552,1.54284,0.968119,0.488906,-1.49813,-2.02525,-1.68316,-1.8091,-1.66297,0.333822,-1.23345,-0.140026,2.55251,1.41741,-0.544941
-311.303,0.997416,0.128004,5,63,0,328.401,0.0797872,0.13273,-0.373401,-0.126098,0.407786,1.08698,0.950177,1.27553,-0.854697,-0.781355,-0.307655,-0.0564769,-0.275132,1.42493,-0.274882,-2.2861,0.108972,-1.63199,-0.176936
-313.09,0.892341,0.128004,5,63,0,321.678,0.0387022,0.0548893,-0.770705,-0.0840195,0.354454,1.3268,0.650231,0.883611,-1.08633,-0.785476,-0.858254,-1.02102,-0.594066,1.0587,-0.119462,-1.6424,0.785017,0.0752832,-0.309086
-311.929,1,0.128004,5,31,0,316.628,0.387972,0.0719224,-0.199784,-0.174541,0.431564,1.29399,1.49927,1.01565,-0.257577,-0.209552,-0.508723,-1.18755,-0.658516,0.736935,-0.793861,-1.99399,0.403167,-0.746163,-0.384813
-313.333,0.864228,0.128004,5,31,0,323.112,0.0337064,-0.0103729,-0.73834,-0.0463699,0.316208,1.13204,0.689932,0.907527,-1.44784,-1.32828,-1.28374,-0.510058,-0.176137,1.58372,-0.114231,-1.31003,1.06833,-0.257556,-0.204499
-313.764,0.880341,0.128004,5,63,0,323.82,0.291752,0.0839732,-0.283438,-0.18949,0.416434,1.50225,1.56934,0.780844,0.530123,0.360766,0.558431,-0.386365,-0.156882,1.61522,-0.713707,-2.56734,-0.0931707,-1.77815,-1.5844
-316.237,0.93455,0.128004,5,31,0,323.547,0.00233928,0.127671,-0.649303,-0.0363205,0.319347,1.31526,0.47839,0.946168,-0.0922032,0.0204963,0.136057,-1.59128,-1.30039,0.897256,-0.407637,-2.76271,-0.104673,-1.64794,0.18068
-311.808,0.99188,0.128004,5,31,0,324.063,0.347511,0.124669,-0.287019,-0.2095,0.405412,1.33982,1.43323,0.648019,0.377537,0.0727406,0.237834,-1.22453,-1.62723,0.524376,-1.35244,-1.36787,1.12537,-0.471114,-1.19884
-309.781,0.995848,0.128004,5,31,0,316.899,0.0772235,0.0704821,-0.63704,-0.12086,0.366128,1.2363,0.734068,1.17722,-0.205545,-0.508314,0.00974423,-0.863039,-0.85545,0.31666,-0.451734,-0.903248,1.61994,0.0634612,-1.28612
-308.867,0.962014,0.128004,5,31,0,317.491,0.0320318,0.16168,-0.622999,-0.077479,0.245069,1.09732,0.941722,1.24714,-0.0758967,-0.146087,0.276728,-0.925119,-0.99256,0.898973,-0.868396,-1.17405,1.31656,0.368886,-1.44143
