# stan_version_major = 2
# stan_version_minor = 28
# stan_version_patch = 1
# model = simple_regression_model
# start_datetime = 2021-11-19 20:54:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 4000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/nc/dhtws2m1317bwzbsxq9n3_gc0000gn/T/tmp9myfn_9w/s8i_3cwj.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/leevi/repos/bda-project/inference/simple_regression-202111192254-4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.28.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,alpha
-318.362,0.975042,0.109086,5,31,0,331.445,0.0284916,0.0117805,-0.442989,-0.554918,0.513351,1.09437,0.722926,1.16818,-0.788055,-0.457934,-0.123051,-0.685341,-0.740968,0.34307,-0.596615,-1.22754,1.32155,-0.342663,-0.375376
-319.039,0.992295,0.109086,5,31,0,335.971,0.176595,0.214337,-0.389185,-0.0366264,0.580878,0.780241,1.48572,0.290486,0.234127,0.132584,0.86638,-1.66021,-1.18734,0.500478,-0.971279,-1.23203,1.33996,-0.207661,-0.770743
-314.205,0.992574,0.109086,5,31,0,330.791,0.187945,0.120421,-0.43145,-0.086812,0.558153,0.640422,1.32613,0.803793,0.358276,0.194875,-0.0332601,-1.43072,-1.45393,0.424835,-0.272808,-0.904508,1.39219,0.30452,-0.878278
-316.831,0.875552,0.109086,5,31,0,327.28,0.180289,0.157785,-0.544772,-0.130262,0.275747,2.30078,0.712656,0.967117,-0.936412,-1.0026,-0.697908,-0.76758,-1.19289,0.709326,-1.12853,-1.46322,1.35818,0.593083,-0.985098
-313.156,0.94359,0.109086,5,31,0,325.353,0.347022,0.0294831,-0.279147,0.0125462,0.32013,1.03767,1.37845,0.714942,0.297774,0.243092,0.109065,-2.00279,-1.25135,0.507448,-0.845132,-1.29562,1.19078,-0.558268,-0.782802
-314.471,0.982083,0.109086,5,63,0,325.394,-0.146217,0.142426,-0.579181,-0.286513,0.505754,1.90253,0.737147,0.836196,-1.02304,-0.940998,-0.693737,-0.616161,0.0784745,1.5609,-0.120239,-1.8625,0.404856,-1.38685,-0.786372
-317.088,0.942422,0.109086,6,63,0,325.163,0.387537,-0.19421,-0.389351,0.02528,0.352636,1.30052,1.18096,1.39317,0.249752,0.0377098,0.290129,-0.637724,-1.27584,0.335291,-0.849142,-0.693049,1.83879,1.09538,-2.08927
-314.864,0.966339,0.109086,5,31,0,328.171,0.282683,0.176307,-0.45601,-0.172687,0.515363,1.07689,1.08365,0.78809,0.29508,-0.228297,0.564455,-1.78663,-1.02925,0.353513,-0.902337,-0.274442,1.96433,-0.384677,-1.66849
-312.835,0.99351,0.109086,5,63,0,321.686,0.249043,0.186339,-0.565375,-0.211328,0.524296,1.01985,1.15491,0.770562,-0.172784,-0.131379,0.408559,-1.74617,-1.1306,0.403092,-1.01642,-0.530932,1.85115,-0.435538,-1.31808
-307.603,1,0.109086,5,31,0,317.027,0.198589,0.0892815,-0.547244,-0.247118,0.534172,1.15618,1.15337,0.628789,0.0174565,-0.406739,-0.000960156,-1.50643,-1.45742,0.357685,-1.10102,-0.786354,1.49146,-0.229292,-0.95462
-309.468,0.979293,0.109086,6,63,0,315.334,0.0831222,0.0830837,-0.29639,-0.053338,0.335573,1.48941,0.927563,1.1219,0.115414,0.372516,0.16394,-1.19909,-0.830467,0.383011,-0.844868,-2.42173,0.0923865,-1.19611,-0.348953
-308.298,0.989365,0.109086,5,63,0,316.976,0.117497,0.128312,-0.517529,-0.14111,0.535808,1.17539,0.643289,1.05072,-0.376235,-0.678615,-0.442582,-1.20213,-1.1181,0.663329,-0.607923,-2.05589,0.321934,-1.18674,0.280231
-311.898,0.974914,0.109086,5,63,0,316.346,0.0360311,0.133367,-0.398949,-0.190032,0.290977,1.35788,1.36438,0.619673,-0.492995,-0.867537,-0.443405,-0.132602,-0.0439978,1.93879,-0.00201595,-2.76326,-0.449409,-1.16783,-0.259644
-313.593,0.982143,0.109086,5,31,0,319.482,0.193852,0.192149,-0.475701,-0.241256,0.356514,1.38525,1.2576,0.758903,-1.05088,-0.831372,-0.571354,-0.00217416,-0.126981,1.20437,-0.400007,-2.80673,-0.196541,-0.898278,0.32768
-312.459,0.810396,0.109086,5,31,0,324.62,0.0525147,0.295883,-0.474157,-0.0421037,0.162542,1.10239,1.28025,1.09523,-0.317694,-0.395434,-0.0315089,-0.966204,-0.388027,1.06853,-0.203383,-2.55624,-0.171654,-1.45212,0.162104
-317.841,0.963423,0.109086,5,31,0,322.06,0.0928787,0.351115,-0.532889,-0.0988195,0.157713,0.954579,1.15133,0.959022,-0.177501,-0.509972,-0.168806,-1.1593,-0.495019,1.45659,0.15324,-2.87856,-0.266874,-1.74259,0.370339
-311.025,0.999992,0.109086,5,31,0,323.599,0.0320708,0.0443572,-0.512917,-0.0984478,0.390652,1.70285,1.39664,0.74965,-0.453461,-0.270101,-0.346818,-0.095505,-0.52821,1.33704,-0.377367,-2.39228,0.222769,-0.75998,-0.931546
-312.247,0.996651,0.109086,5,31,0,319.369,-0.0372294,0.275982,-0.589961,-0.227055,0.506272,0.944337,1.18897,0.864351,-0.178452,0.0585868,-0.0812565,-0.718348,-0.326872,1.06714,-0.066041,-2.29437,-0.0997374,-1.94309,-0.127969
-311.799,0.999397,0.109086,6,63,0,317.791,0.230872,-0.13626,-0.339715,-0.0588545,0.291251,1.64522,0.896949,0.773587,-1.23288,-1.47742,-0.889731,-0.154893,-0.0575015,1.8434,0.384577,-1.73583,0.843839,-0.813088,-0.979057
-309.676,0.93586,0.109086,5,31,0,318.456,0.0334839,0.167571,-0.607676,-0.0328612,0.408918,0.978348,1.21223,0.739333,-0.636797,-0.340702,-0.269747,-1.02915,-0.90857,0.580613,-1.00675,-0.78646,1.7157,-0.0266492,-0.705804
-310.209,0.984251,0.109086,5,31,0,315.248,0.342197,0.01817,-0.225343,-0.168703,0.384154,1.60053,0.751544,1.06627,-0.2879,-0.343738,-0.376981,-0.364209,-0.431364,1.3438,-0.236503,-1.20863,1.28578,-0.465932,-1.80062
-309.12,0.991627,0.109086,5,63,0,317.902,0.0274909,0.00664374,-0.331121,-0.266421,0.521695,1.22383,1.63334,0.63875,0.309107,0.18062,0.484598,-1.10393,-0.592689,0.962837,-0.546185,-1.51362,0.861705,-0.173246,-1.47472
-308.681,0.942938,0.109086,5,31,0,318.836,0.117528,0.196531,-0.631336,-0.195901,0.492689,0.874495,1.02156,0.728988,0.250835,0.442083,0.558176,-1.05541,-0.659925,0.641263,-0.637468,-1.16995,1.06459,-0.54792,-1.12459
-305.695,0.909929,0.109086,5,31,0,317.255,0.179197,0.0551193,-0.387963,-0.172965,0.434973,1.30344,0.870075,0.870344,0.303895,0.210892,0.610766,-0.51625,-0.793891,1.09091,-0.297596,-1.37509,0.969104,-0.197498,-1.77213
-312.621,0.547489,0.109086,5,31,0,321.575,0.0999997,0.161881,-0.388436,-0.304835,0.498065,0.785735,1.24072,0.440924,-0.224259,-0.131052,-0.210915,-0.682421,0.257766,1.34246,0.0171756,-1.1561,1.26974,-0.259282,-1.34941
-308.716,0.995527,0.109086,5,31,0,319.331,0.0958189,0.18851,-0.403752,-0.233266,0.515696,1.04028,1.23865,0.605921,-0.310802,-0.628427,-0.589008,-0.575219,-0.0835943,1.44014,0.363902,-1.02948,1.21483,-0.398967,-1.40631
-309.152,0.991613,0.109086,6,63,0,315.601,0.191324,0.149945,-0.432438,-0.102062,0.3856,0.795586,1.16664,1.11057,0.193399,-0.296495,-0.0962763,-0.967132,-0.935522,0.539716,-0.973035,-1.64046,0.62627,-0.710806,-0.389044
-307.041,0.953491,0.109086,5,63,0,321.071,0.161656,0.0134723,-0.360076,-0.253587,0.556607,1.16374,1.09775,0.840632,-0.254573,-0.166738,0.125204,-1.17665,-0.659083,0.865032,-0.721947,-1.56556,0.879238,-0.310479,-0.797868
-311.425,0.744628,0.109086,5,63,0,319.946,0.0471152,0.0703654,-0.552759,-0.198873,0.392462,0.996742,1.23913,1.00067,0.0487612,-0.464319,0.127604,-1.32686,-0.487839,0.888377,-0.439822,-0.995591,1.04611,-0.763681,-1.07893
-313.496,0.976517,0.109086,5,31,0,320.218,0.149539,0.145981,-0.675422,0.0636959,0.351721,1.54329,0.543533,1.10527,-0.223557,-0.73923,-0.104568,-1.01821,-1.36293,0.364316,-0.925545,-1.45485,0.812777,0.168827,-0.461509
-312.723,0.994517,0.109086,5,31,0,326.793,0.25377,0.080911,-0.670421,-0.0588462,0.394648,1.65554,0.919007,1.07093,-0.157622,-0.21528,-0.271742,-0.604186,-1.10282,0.556642,-1.03625,-1.99124,0.996308,-0.730738,-0.711652
-310.717,0.997241,0.109086,5,63,0,323.064,0.181503,0.141007,-0.6956,-0.103117,0.402305,1.50496,0.637673,1.03174,-0.367263,0.0722901,0.307499,-0.414499,-0.45378,1.27396,-0.435695,-1.60175,0.685975,-0.598368,-1.23492
-313.35,0.99888,0.109086,5,31,0,321.151,0.42593,0.297839,-0.442922,-0.00769751,0.530666,1.21764,0.987069,0.797356,0.138447,-0.386032,-0.149598,-0.313366,-0.29106,1.68606,-0.142669,-1.3528,0.752328,-0.670786,-1.5641
-311.412,0.943897,0.109086,5,31,0,322.538,0.282852,-0.0601311,-0.54063,-0.00249882,0.523395,1.38153,1.17571,0.535961,0.409642,0.614843,0.502702,-0.417311,-0.21873,1.32317,-0.0321004,-1.14678,0.952531,-0.457766,-2.15269
-311.87,0.911486,0.109086,5,63,0,319.887,0.0787033,0.231821,-0.404378,-0.183399,0.2432,1.19771,1.07249,1.21684,-0.93474,-0.744191,-0.670774,-0.726246,-0.295741,0.795273,0.0108944,-2.30786,0.288854,-0.530328,0.17184
-307.395,0.998102,0.109086,5,63,0,317.376,0.136044,0.0181557,-0.465525,0.045678,0.468772,1.29158,0.979647,0.858635,-0.324343,-0.149751,0.0197613,-1.03963,-0.855128,0.721655,-0.816873,-1.94338,0.758658,-1.23005,-0.423873
-307.969,0.995118,0.109086,5,31,0,310.366,0.316232,0.0699821,-0.381812,-0.105262,0.453005,1.27111,1.24552,1.00112,-0.371624,-0.49439,0.0343878,-1.1449,-0.905977,0.52482,-0.593875,-1.83286,0.707714,-0.401226,-0.407403
-308.507,0.923481,0.109086,4,31,0,314.334,0.316925,0.0470806,-0.380245,-0.097708,0.431796,1.14272,1.28786,1.03414,-0.417823,-0.763009,-0.0742308,-0.768861,-0.857519,0.754001,-0.780223,-1.69947,0.924452,-0.470512,-0.457338
-311.129,0.928597,0.109086,5,31,0,320.929,0.281955,0.0790501,-0.509458,0.0314303,0.38807,1.08199,1.18137,0.583465,0.355118,0.0584009,0.535823,-1.13322,-0.350631,1.12392,-0.264229,-1.68687,1.04338,-0.634379,-1.3014
-310.525,0.926845,0.109086,5,63,0,318.189,0.163889,0.17459,-0.557452,-0.138076,0.280915,1.22616,1.15254,0.404281,-0.308979,-0.0786135,-0.272771,-0.839983,-0.733435,1.17533,-0.375364,-1.46083,0.879373,-0.147843,-1.07649
-307.741,0.988959,0.109086,5,31,0,313.065,0.170494,0.261949,-0.491893,-0.0764001,0.370897,1.28314,1.09258,0.863363,-0.230948,-0.610701,0.00501383,-0.830448,-0.649339,1.02904,-0.546704,-1.50438,1.02751,-0.205537,-1.30284
-305.63,0.942787,0.109086,5,31,0,316.458,0.183361,0.087452,-0.43733,-0.0120372,0.290725,1.38901,0.861527,0.651009,-0.217437,-0.211161,-0.277447,-0.495335,-0.395501,1.16851,-0.256732,-1.59939,0.935447,-0.424972,-1.11212
-312.444,0.933934,0.109086,5,31,0,317.847,0.140835,0.0513847,-0.254418,-0.252665,0.373246,1.50344,1.56451,1.07604,-0.0911174,-0.0605894,-0.0498933,-0.318916,-0.636024,0.988315,0.350461,-2.09738,-0.0659214,-1.48905,-0.804189
-316.188,0.914456,0.109086,5,63,0,322.9,0.233421,0.191633,-0.578156,-0.0686266,0.486105,1.18855,0.542945,0.859891,-1.1974,-1.4237,-1.17597,-1.28748,-1.82474,0.304845,-0.592922,-0.0418836,2.1821,0.559742,-0.277304
-312.533,0.84426,0.109086,6,63,0,326.671,0.135907,0.0160758,-0.395234,-0.0975745,0.298319,1.43239,1.65166,0.993062,-1.3065,-1.39581,-0.814981,0.366694,-0.203032,1.39037,-0.178103,-1.16729,1.36646,-0.0865333,-1.26947
-315.811,0.962063,0.109086,5,31,0,322.721,0.109792,0.215286,-0.502362,-0.198594,0.546364,1.25022,0.418772,0.714934,-0.514091,-0.0870867,-0.630605,-0.10808,-0.778333,1.21629,-0.0272306,-1.41044,1.2846,-0.76957,-0.96543
-312.924,0.918121,0.109086,5,63,0,321.679,0.0752034,0.0753345,-0.548269,-0.161679,0.354614,0.96025,1.10258,1.17098,-0.998418,-1.26151,-0.488907,-0.700652,0.307152,1.66525,0.178903,-1.69115,0.845585,0.0096647,-0.851256
-314.663,0.99385,0.109086,4,15,0,323.208,0.149951,0.0423632,-0.51409,-0.188343,0.383232,0.786161,1.05497,1.33882,-0.915906,-1.04468,-0.925625,0.536769,0.279454,1.45006,0.306464,-1.3811,0.633386,-0.0974693,-0.819197
-315.433,0.972108,0.109086,5,31,0,324.497,0.24642,-0.0161417,-0.665618,-0.0990682,0.624129,1.14907,0.963154,0.705175,-1.28369,-1.37159,-1.16875,-0.0217462,0.31988,1.64573,0.834253,-0.74959,1.32495,-0.819589,-1.18239
-314.965,0.790205,0.109086,5,31,0,327.334,0.176339,0.0271267,-0.406565,-0.0744007,0.490982,1.44952,0.809247,0.955316,-0.0829986,-0.198886,0.0777454,0.636922,0.635022,1.85558,0.352689,-2.02239,-0.124211,-0.737065,-1.38841
-316.112,1,0.109086,5,31,0,321.652,0.262684,-0.0129824,-0.402142,-0.0691458,0.305633,1.17981,1.20697,1.06276,-0.409851,-0.130839,-0.0426778,-0.0134366,0.103539,2.46323,0.999298,-2.25873,0.179696,-1.4118,-1.27121
-319.277,0.998714,0.109086,6,63,0,326.743,0.22371,0.0231037,-0.447464,0.0369103,0.284964,1.17433,0.909113,1.06499,0.370331,0.201294,0.0165645,-1.25441,-1.97783,0.258194,-1.42025,-0.490031,2.50342,0.652739,-1.75108
-315.108,0.886616,0.109086,6,63,0,331.492,0.00824536,0.0648446,-0.412176,-0.287174,0.587892,1.52875,0.871488,0.543443,-1.31548,-0.960551,-0.928089,-1.20665,-0.63322,1.36371,-0.02565,-1.72473,0.401069,-0.749249,-0.139942
-312.171,0.856034,0.109086,6,63,0,323.367,0.183259,0.0480601,-0.550803,0.0883494,0.26963,1.50912,0.875778,1.30442,0.251082,-0.00262493,0.00465722,-0.126385,-0.461206,1.46611,-0.123729,-1.92293,0.966846,-0.473004,-2.04239
-310.919,0.971528,0.109086,5,31,0,323.349,0.240172,0.0583609,-0.335936,-0.310845,0.503255,1.23108,0.989855,0.466054,0.258817,0.332462,0.499144,-0.868808,-0.854071,1.01064,0.37473,-1.48237,1.01654,-0.472924,-1.3814
-312.391,0.813537,0.109086,6,63,0,322.555,0.125121,0.219023,-0.557062,-0.0906993,0.355816,1.27739,1.51088,0.972869,-0.817699,-1.51214,-0.890767,-0.749092,-0.295581,1.17399,-0.165518,-1.16327,1.01944,0.132781,-0.660166
-314.117,0.953854,0.109086,6,63,0,324.205,0.208369,0.0964493,-0.203838,-0.238558,0.521712,1.60446,0.666524,0.935122,0.355891,0.0775024,0.0891919,-1.16505,-1.26562,0.284506,-0.529802,-0.710536,1.34636,0.0603351,-1.85871
-313.788,0.885775,0.109086,6,63,0,325.332,0.254332,-0.0839221,-0.359956,-0.205394,0.377383,1.59107,0.742869,0.905393,-1.24652,-1.12546,-0.926297,-0.00887922,-0.172579,1.16074,0.000197247,-2.10243,0.457156,-0.554733,0.074629
-309.546,0.987436,0.109086,4,15,0,316.53,0.186508,-0.0412226,-0.381961,-0.163653,0.365695,1.55621,0.914926,0.962237,-1.1111,-1.19796,-1.30038,-0.453829,-0.667335,1.47172,-0.115751,-1.71165,0.62002,-0.696505,-0.413956
-317.418,0.849436,0.109086,5,31,0,323.837,0.225342,0.104427,-0.291081,-0.0174024,0.62767,0.998259,1.30459,1.19753,-1.66372,-1.68903,-1.49083,-0.544461,0.0596086,1.10761,0.118746,-1.20593,0.726431,-0.771104,-0.0331922
-307.293,0.887979,0.109086,5,31,0,326.452,0.0144757,0.0383029,-0.479642,-0.242646,0.392397,1.25705,1.26985,1.02018,-0.955062,-1.00104,-0.715469,-0.531518,-0.660762,0.923893,0.0448092,-1.36241,1.05523,-0.174483,-0.422048
-311.937,0.994067,0.109086,5,63,0,316.994,-0.0551508,0.0169891,-0.518539,-0.075211,0.47122,1.08055,0.999706,1.24591,-0.611336,-0.80091,-0.296579,-0.733658,-0.362599,1.0474,-0.443402,-0.128526,2.01427,0.622684,-2.11801
-316.102,0.997046,0.109086,6,63,0,322.14,0.325472,-0.00669088,-0.26419,-0.0359932,0.494189,1.56412,0.392413,0.601975,-0.547916,-0.617164,-0.572964,-0.203527,-0.385624,1.31611,-0.513525,-2.68113,-0.201029,-0.979051,-0.0739611
-311.582,0.985132,0.109086,5,47,0,324.222,0.22726,0.120477,-0.564477,-0.095377,0.226471,1.31798,1.4329,0.814136,-0.246904,-0.494742,0.30245,-0.709078,-0.125394,1.46923,0.445827,-1.77324,0.688608,-1.03143,-1.23109
-310.801,0.97922,0.109086,5,31,0,318.86,0.0476834,0.164625,-0.332247,-0.251684,0.238739,1.03345,0.871065,0.960989,-0.00672994,0.0286587,-0.12525,-0.179999,-0.30081,1.38779,-0.285632,-2.20689,0.427752,-0.460998,-0.797219
-311.054,0.910551,0.109086,6,63,0,322.441,0.26961,-0.0498772,-0.55788,-0.0117451,0.527812,1.17485,1.43654,1.17971,-0.767591,-0.768535,-1.02337,-0.670583,-0.580095,1.40319,-0.243003,-1.22739,1.00013,-0.249263,-0.906481
-308.991,0.711465,0.109086,5,31,0,324.676,0.216479,-0.0713732,-0.551988,-0.0336821,0.434317,1.23764,1.35671,1.21704,-0.962812,-1.043,-0.801495,-0.251692,-0.575518,1.37,-0.537399,-1.21754,1.07546,-0.509323,-1.01236
-315.634,0.981141,0.109086,5,31,0,321.671,0.332053,0.142818,-0.302505,0.0347908,0.319534,1.21702,0.943752,0.531855,-0.705208,-0.337279,-1.16029,-1.11174,-0.501462,1.3718,-0.0385547,-0.272804,2.09006,0.984113,-1.83356
-315.568,0.83897,0.109086,5,31,0,326.566,0.228844,0.110965,-0.2696,0.0695788,0.311091,1.15862,0.910391,0.527421,-0.366403,-0.547902,-0.653215,-1.21055,-0.258286,1.02924,-0.322522,-0.519195,1.89231,1.01847,-1.47073
-313.114,1,0.109086,5,31,0,320.845,0.234748,0.0736345,-0.785116,-0.176595,0.578012,1.31395,1.18882,1.05268,-0.413487,-0.828731,-0.309065,-0.329226,0.0211116,1.30167,-0.242457,-0.730944,1.66442,-0.401779,-1.99805
-312.474,0.987353,0.109086,5,31,0,321.929,0.106916,0.214466,-0.65917,-0.0209659,0.514813,0.981026,1.33564,1.38817,-0.848256,-0.943439,-0.344291,-0.267304,-0.403221,1.6208,-0.192058,-1.00093,1.24821,-0.45018,-1.31748
-312.54,0.966705,0.109086,5,31,0,324.102,0.015947,-0.0692646,-0.411739,-0.251753,0.194984,1.1058,1.14347,0.906593,-1.34632,-1.60436,-1.17273,-0.670445,-0.692913,1.39313,-0.137768,-1.81555,0.585393,-0.471406,0.22298
-311.667,0.807274,0.109086,5,63,0,318.517,0.19413,0.223738,-0.544767,-0.0520244,0.621914,1.48395,1.03805,0.777282,0.118048,0.582066,0.570648,-1.21162,-1.07779,0.281177,-1.08644,-0.746874,1.52299,-0.171956,-1.67848
-312.923,0.997932,0.109086,6,63,0,319.655,0.0367573,0.315439,-0.533362,-0.172925,0.441222,1.03016,1.15703,0.537621,-0.0459829,-0.630855,-0.0665201,-1.37796,-1.26939,0.74121,-1.60371,-0.909624,1.4919,0.276904,-0.910801
-311.357,0.944837,0.109086,5,63,0,325.545,-0.0668533,0.214123,-0.486279,-0.129173,0.297751,0.773744,0.994663,0.674866,-0.451478,-0.262968,-0.0875043,-1.21248,-0.658199,0.739548,-0.406702,-1.43064,1.14542,0.356052,-0.320436
-313.202,0.977512,0.109086,5,31,0,322.574,0.172759,0.197371,-0.377085,-0.153577,0.577858,1.71267,0.926453,1.00272,-1.29536,-1.3049,-1.06117,-1.27675,-1.08883,0.0416455,-1.12269,-0.683551,1.80418,-0.236552,-0.475645
-311.63,0.977111,0.109086,5,31,0,320.474,0.104745,-0.122123,-0.412867,-0.166496,0.349747,1.25622,1.32988,0.831316,-1.42916,-1.4485,-1.16148,-1.30395,-1.42816,0.580691,-0.992782,-1.14379,1.21584,0.483065,0.130168
-310.179,0.989506,0.109086,5,47,0,317.602,0.27489,0.262133,-0.469572,-0.0733361,0.52331,1.24778,0.869057,1.00768,-0.297202,-0.608892,-0.151728,-1.50784,-0.894503,0.870421,-0.776596,-1.84948,0.569196,-1.06703,-0.323861
-307.164,0.881557,0.109086,5,63,0,315.445,0.20491,0.172465,-0.487191,-0.0881453,0.476893,1.19762,0.973767,0.568567,0.0762183,0.149332,0.0311507,-1.01971,-0.908571,0.562189,-0.389213,-1.41993,0.816937,-0.696135,-0.673392
-309.949,0.738331,0.109086,5,63,0,316.371,0.312022,0.188178,-0.485314,0.0289421,0.3179,1.24087,1.119,0.778284,-0.482951,-0.83922,-0.374241,-0.86277,-0.890833,1.13035,-1.10252,-1.5584,1.10774,0.028749,-0.937335
